职位id,关系,城市
2135,所在城市,昌吉
2136,所在城市,淮南
2137,所在城市,济南
2138,所在城市,沈阳
2139,所在城市,贵阳
2140,所在城市,重庆
2141,所在城市,商丘
2142,所在城市,拉萨
2143,所在城市,常州
2144,所在城市,太原
2145,所在城市,南通
2146,所在城市,石家庄
2147,所在城市,汕头
2148,所在城市,济宁
2149,所在城市,北京
2150,所在城市,郑州
2151,所在城市,眉山
2152,所在城市,汕尾
2153,所在城市,石家庄
2154,所在城市,苏州
2155,所在城市,咸阳
2156,所在城市,拉萨
2157,所在城市,合肥
2158,所在城市,滨州
2159,所在城市,邵阳
2160,所在城市,济南
2161,所在城市,枣庄
2162,所在城市,成都
2163,所在城市,深圳
2164,所在城市,青岛
2165,所在城市,苏州
2166,所在城市,济宁
2167,所在城市,重庆
2168,所在城市,丽水
2169,所在城市,潍坊
2170,所在城市,镇江
2171,所在城市,菏泽
2172,所在城市,长沙
2173,所在城市,石家庄
2174,所在城市,潍坊
2175,所在城市,海口
2176,所在城市,福州
2177,所在城市,杭州
2178,所在城市,孝感
2179,所在城市,菏泽
2180,所在城市,潍坊
2181,所在城市,沈阳
2182,所在城市,晋城
2183,所在城市,天津
2184,所在城市,保定
2185,所在城市,合肥
2186,所在城市,忻州
2187,所在城市,恩施
2188,所在城市,济南
2189,所在城市,郑州
2190,所在城市,太原
2191,所在城市,福州
2192,所在城市,沈阳
2193,所在城市,武汉
2194,所在城市,包头
2195,所在城市,济南
2196,所在城市,乌鲁木齐
2197,所在城市,保定
2198,所在城市,威海
2199,所在城市,广州
2200,所在城市,重庆
2201,所在城市,宜宾
2202,所在城市,鞍山
2203,所在城市,榆林
2204,所在城市,济宁
2205,所在城市,黔南
2206,所在城市,漳州
2207,所在城市,太原
2208,所在城市,晋中
2209,所在城市,濮阳
2210,所在城市,枣庄
2211,所在城市,北京
2212,所在城市,东营
2213,所在城市,西宁
2214,所在城市,银川
2215,所在城市,呼和浩特
2216,所在城市,沧州
2217,所在城市,济南
2218,所在城市,泰安
2219,所在城市,贵阳
2220,所在城市,天津
2221,所在城市,邢台
2222,所在城市,湖州
2223,所在城市,西安
2224,所在城市,石家庄
2225,所在城市,福州
2226,所在城市,中山
2227,所在城市,成都
2228,所在城市,深圳
2229,所在城市,中山
2230,所在城市,宁波
2231,所在城市,淮南
2232,所在城市,天津
2233,所在城市,厦门
2234,所在城市,太原
2235,所在城市,上海
2236,所在城市,呼和浩特
2237,所在城市,菏泽
2238,所在城市,潍坊
2239,所在城市,拉萨
2240,所在城市,西安
2241,所在城市,潍坊
2242,所在城市,天津
2243,所在城市,长沙
2244,所在城市,威海
2245,所在城市,常州
2246,所在城市,石家庄
2247,所在城市,抚顺
2248,所在城市,青岛
2249,所在城市,西安
2250,所在城市,太原
2251,所在城市,上海
2252,所在城市,菏泽
2253,所在城市,合肥
2254,所在城市,南京
2255,所在城市,东莞
2256,所在城市,石家庄
2257,所在城市,宿迁
2258,所在城市,成都
2259,所在城市,西安
2260,所在城市,西宁
2261,所在城市,厦门
2262,所在城市,郑州
2263,所在城市,潍坊
2264,所在城市,南京
2265,所在城市,苏州
2266,所在城市,合肥
2267,所在城市,北京
2268,所在城市,潍坊
2269,所在城市,北京
2270,所在城市,嘉兴
2271,所在城市,贵阳
2272,所在城市,长沙
2273,所在城市,烟台
2274,所在城市,沧州
2275,所在城市,湖州
2276,所在城市,杭州
2277,所在城市,潍坊
2278,所在城市,湖州
2279,所在城市,济南
2280,所在城市,长沙
2281,所在城市,湛江
2282,所在城市,潍坊
2283,所在城市,南京
2284,所在城市,保定
2285,所在城市,邢台
2286,所在城市,新乡
2287,所在城市,杭州
2288,所在城市,上海
2289,所在城市,西安
2290,所在城市,长沙
2291,所在城市,淄博
2292,所在城市,杭州
2293,所在城市,威海
2294,所在城市,庆阳
2295,所在城市,济南
2296,所在城市,青岛
2297,所在城市,西宁
2298,所在城市,西宁
2299,所在城市,拉萨
2300,所在城市,深圳
2301,所在城市,抚顺
2302,所在城市,贵阳
2303,所在城市,深圳
2304,所在城市,北京
2305,所在城市,南京
2306,所在城市,未知
2307,所在城市,江门
2308,所在城市,北京
2309,所在城市,西宁
2310,所在城市,南京
2311,所在城市,南宁
2312,所在城市,天津
2313,所在城市,沈阳
2314,所在城市,西宁
2315,所在城市,天门
2316,所在城市,乌鲁木齐
2317,所在城市,无锡
2318,所在城市,珠海
2319,所在城市,大连
2320,所在城市,南京
2321,所在城市,广州
2322,所在城市,苏州
2323,所在城市,上海
2324,所在城市,聊城
2325,所在城市,上海
2326,所在城市,成都
2327,所在城市,榆林
2328,所在城市,未知
2329,所在城市,黔东
2330,所在城市,温州
2331,所在城市,天津
2332,所在城市,肇庆
2333,所在城市,广州
2334,所在城市,上饶
2335,所在城市,福州
2336,所在城市,济南
2337,所在城市,南京
2338,所在城市,苏州
2339,所在城市,深圳
2340,所在城市,常州
2341,所在城市,济南
2342,所在城市,绍兴
2343,所在城市,合肥
2344,所在城市,西宁
2345,所在城市,深圳
2346,所在城市,巴彦
2347,所在城市,武汉
2348,所在城市,沈阳
2349,所在城市,北京
2350,所在城市,绍兴
2351,所在城市,嘉兴
2352,所在城市,北京
2353,所在城市,淄博
2354,所在城市,哈尔滨
2355,所在城市,合肥
2356,所在城市,深圳
2357,所在城市,上海
2358,所在城市,南京
2359,所在城市,厦门
2360,所在城市,南通
2361,所在城市,上海
2362,所在城市,吉林
2363,所在城市,苏州
2364,所在城市,青岛
2365,所在城市,武汉
2366,所在城市,佛山
2367,所在城市,广州
2368,所在城市,太原
2369,所在城市,杭州
2370,所在城市,西安
2371,所在城市,丽水
2372,所在城市,苏州
2373,所在城市,未知
2374,所在城市,苏州
2375,所在城市,北京
2376,所在城市,舟山
2377,所在城市,杭州
2378,所在城市,西宁
2379,所在城市,深圳
2380,所在城市,广州
2381,所在城市,重庆
2382,所在城市,杭州
2383,所在城市,北京
2384,所在城市,上海
2385,所在城市,烟台
2386,所在城市,哈尔滨
2387,所在城市,南京
2388,所在城市,佛山
2389,所在城市,北京
2390,所在城市,深圳
2391,所在城市,深圳
2392,所在城市,太原
2393,所在城市,长沙
2394,所在城市,上海
2395,所在城市,杭州
2396,所在城市,北京
2397,所在城市,武汉
2398,所在城市,厦门
2399,所在城市,上海
2400,所在城市,铜陵
2401,所在城市,北京
2402,所在城市,广州
2403,所在城市,天津
2404,所在城市,杭州
2405,所在城市,南宁
2406,所在城市,广州
2407,所在城市,杭州
2408,所在城市,南昌
2409,所在城市,苏州
2410,所在城市,北京
2411,所在城市,上海
2412,所在城市,杭州
2413,所在城市,上海
2414,所在城市,香港
2415,所在城市,东莞
2416,所在城市,上海
2417,所在城市,石家庄
2418,所在城市,广州
2419,所在城市,广州
2420,所在城市,长沙
2421,所在城市,嘉兴
2422,所在城市,贵阳
2423,所在城市,上海
2424,所在城市,南京
2425,所在城市,上海
2426,所在城市,深圳
2427,所在城市,武汉
2428,所在城市,上海
2429,所在城市,深圳
2430,所在城市,广州
2431,所在城市,福州
2432,所在城市,乌鲁木齐
2433,所在城市,肇庆
2434,所在城市,厦门
2435,所在城市,南京
2436,所在城市,太原
2437,所在城市,珠海
2438,所在城市,东营
2439,所在城市,惠州
2440,所在城市,上海
2441,所在城市,宁德
2442,所在城市,深圳
2443,所在城市,成都
2444,所在城市,上海
2445,所在城市,南京
2446,所在城市,金华
2447,所在城市,上海
2448,所在城市,上海
2449,所在城市,安顺
2450,所在城市,长沙
2451,所在城市,上海
2452,所在城市,上海
2453,所在城市,未知
2454,所在城市,东莞
2455,所在城市,苏州
2456,所在城市,上海
2457,所在城市,南京
2458,所在城市,北京
2459,所在城市,福州
2460,所在城市,北京
2461,所在城市,东莞
2462,所在城市,广州
2463,所在城市,上海
2464,所在城市,北京
2465,所在城市,南通
2466,所在城市,上海
2467,所在城市,南京
2468,所在城市,北京
2469,所在城市,广州
2470,所在城市,上海
2471,所在城市,上海
2472,所在城市,北京
2473,所在城市,杭州
2474,所在城市,郑州
2475,所在城市,菏泽
2476,所在城市,潍坊
2477,所在城市,常州
2478,所在城市,北京
2479,所在城市,厦门
2480,所在城市,济南
2481,所在城市,常州
2482,所在城市,广州
2483,所在城市,上海
2484,所在城市,北京
2485,所在城市,北京
2486,所在城市,北京
2487,所在城市,北京
2488,所在城市,天津
2489,所在城市,长沙
2490,所在城市,淄博
2491,所在城市,北京
2492,所在城市,广州
2493,所在城市,福州
2494,所在城市,苏州
2495,所在城市,榆林
2496,所在城市,合肥
2497,所在城市,杭州
2498,所在城市,深圳
2499,所在城市,广州
2500,所在城市,北京
2501,所在城市,成都
2502,所在城市,北京
2503,所在城市,上海
2504,所在城市,广州
2505,所在城市,北京
2506,所在城市,北京
2507,所在城市,宁波
2508,所在城市,上海
2509,所在城市,广州
2510,所在城市,惠州
2511,所在城市,上海
2512,所在城市,北京
2513,所在城市,未知
2514,所在城市,未知
2515,所在城市,佛山
2516,所在城市,未知
2517,所在城市,未知
2518,所在城市,沈阳
2519,所在城市,盐城
2520,所在城市,未知
2521,所在城市,未知
2522,所在城市,厦门
2523,所在城市,武汉
2524,所在城市,深圳
2525,所在城市,未知
2526,所在城市,厦门
2527,所在城市,未知
2528,所在城市,海口
2529,所在城市,徐州
2530,所在城市,未知
2531,所在城市,太原
2532,所在城市,汕头
2533,所在城市,深圳
2534,所在城市,未知
2535,所在城市,梅州
2536,所在城市,未知
2537,所在城市,未知
2538,所在城市,未知
2539,所在城市,未知
2540,所在城市,未知
2541,所在城市,香港
2542,所在城市,未知
2543,所在城市,未知
2544,所在城市,上海
2545,所在城市,苏州
2546,所在城市,未知
2547,所在城市,北京
2548,所在城市,上海
2549,所在城市,未知
2550,所在城市,未知
2551,所在城市,未知
2552,所在城市,深圳
2553,所在城市,未知
2554,所在城市,上海
2555,所在城市,湖州
2556,所在城市,未知
2557,所在城市,深圳
2558,所在城市,广州
2559,所在城市,未知
2560,所在城市,太原
2561,所在城市,未知
2562,所在城市,未知
2563,所在城市,未知
2564,所在城市,深圳
2565,所在城市,未知
2566,所在城市,上海
2567,所在城市,未知
2568,所在城市,未知
2569,所在城市,榆林
2570,所在城市,未知
2571,所在城市,未知
2572,所在城市,深圳
2573,所在城市,呼和浩特
2574,所在城市,重庆
2575,所在城市,未知
2576,所在城市,扬州
2577,所在城市,未知
2578,所在城市,未知
2579,所在城市,潮州
2580,所在城市,未知
2581,所在城市,未知
2582,所在城市,深圳
2583,所在城市,未知
2584,所在城市,盐城
2585,所在城市,深圳
2586,所在城市,未知
2587,所在城市,深圳
2588,所在城市,北京
2589,所在城市,桂林
2590,所在城市,合肥
2591,所在城市,广州
2592,所在城市,未知
2593,所在城市,未知
2594,所在城市,未知
2595,所在城市,未知
2596,所在城市,未知
2597,所在城市,上海
2598,所在城市,未知
2599,所在城市,未知
2600,所在城市,上海
2601,所在城市,未知
2602,所在城市,深圳
2603,所在城市,未知
2604,所在城市,未知
2605,所在城市,杭州
2606,所在城市,未知
2607,所在城市,深圳
2608,所在城市,北京
2609,所在城市,未知
2610,所在城市,上海
2611,所在城市,未知
2612,所在城市,未知
2613,所在城市,北京
2614,所在城市,广州
2615,所在城市,未知
2616,所在城市,北京
2617,所在城市,北京
2618,所在城市,未知
2619,所在城市,扬州
2620,所在城市,广州
2621,所在城市,未知
2622,所在城市,未知
2623,所在城市,广州
2624,所在城市,未知
2625,所在城市,未知
2626,所在城市,北京
2627,所在城市,上海
2628,所在城市,未知
2629,所在城市,未知
2630,所在城市,未知
2631,所在城市,未知
2632,所在城市,未知
2633,所在城市,深圳
2634,所在城市,未知
2635,所在城市,深圳
2636,所在城市,北京
2637,所在城市,未知
2638,所在城市,深圳
2639,所在城市,未知
2640,所在城市,上海
2641,所在城市,上海
2642,所在城市,北京
2643,所在城市,未知
2644,所在城市,未知
2645,所在城市,未知
2646,所在城市,未知
2647,所在城市,未知
2648,所在城市,未知
2649,所在城市,上海
2650,所在城市,未知
2651,所在城市,未知
2652,所在城市,北京
2653,所在城市,未知
2654,所在城市,北京
2655,所在城市,上海
2656,所在城市,琼海
2657,所在城市,北京
2658,所在城市,未知
2659,所在城市,未知
2660,所在城市,未知
2661,所在城市,济南
2662,所在城市,乌鲁木齐
2663,所在城市,未知
2664,所在城市,北京
2665,所在城市,上海
2666,所在城市,未知
2667,所在城市,未知
2668,所在城市,未知
2669,所在城市,昆明
2670,所在城市,未知
2671,所在城市,未知
2672,所在城市,未知
2673,所在城市,永州
2674,所在城市,未知
2675,所在城市,未知
2676,所在城市,武汉
2677,所在城市,杭州
2678,所在城市,武汉
2679,所在城市,未知
2680,所在城市,上海
2681,所在城市,未知
2682,所在城市,未知
2683,所在城市,北京
2684,所在城市,未知
2685,所在城市,未知
2686,所在城市,上海
2687,所在城市,西安
2688,所在城市,未知
2689,所在城市,莆田
2690,所在城市,未知
2691,所在城市,深圳
2692,所在城市,未知
2693,所在城市,深圳
2694,所在城市,未知
2695,所在城市,未知
2696,所在城市,未知
2697,所在城市,潍坊
2698,所在城市,未知
2699,所在城市,上海
2700,所在城市,宁波
2701,所在城市,未知
2702,所在城市,上海
2703,所在城市,上海
2704,所在城市,惠州
2705,所在城市,北京
2706,所在城市,未知
2707,所在城市,上海
2708,所在城市,未知
2709,所在城市,未知
2710,所在城市,深圳
2711,所在城市,未知
2712,所在城市,未知
2713,所在城市,深圳
2714,所在城市,未知
2715,所在城市,未知
2716,所在城市,上海
2717,所在城市,杭州
2718,所在城市,未知
2719,所在城市,北京
2720,所在城市,北京
2721,所在城市,未知
2722,所在城市,未知
2723,所在城市,未知
2724,所在城市,北京
2725,所在城市,武汉
2726,所在城市,上海
2727,所在城市,上海
2728,所在城市,贵阳
2729,所在城市,未知
2730,所在城市,深圳
2731,所在城市,北京
2732,所在城市,未知
2733,所在城市,未知
2734,所在城市,上海
2735,所在城市,未知
2736,所在城市,未知
2737,所在城市,上海
2738,所在城市,未知
2739,所在城市,上海
2740,所在城市,未知
2741,所在城市,上海
2742,所在城市,未知
2743,所在城市,未知
2744,所在城市,北京
2745,所在城市,未知
2746,所在城市,未知
2747,所在城市,未知
2748,所在城市,北京
2749,所在城市,未知
2750,所在城市,未知
2751,所在城市,北京
2752,所在城市,南宁
2753,所在城市,未知
2754,所在城市,上海
2755,所在城市,未知
2756,所在城市,北京
2757,所在城市,未知
2758,所在城市,深圳
2759,所在城市,北京
2760,所在城市,北京
2761,所在城市,未知
2762,所在城市,未知
2763,所在城市,苏州
2764,所在城市,未知
2765,所在城市,上海
2766,所在城市,未知
2767,所在城市,北京
2768,所在城市,南宁
2769,所在城市,辽阳
2770,所在城市,张掖
2771,所在城市,台州
2772,所在城市,丽水
2773,所在城市,厦门
2774,所在城市,深圳
2775,所在城市,重庆
2776,所在城市,呼和浩特
2777,所在城市,保定
2778,所在城市,许昌
2779,所在城市,太原
2780,所在城市,武汉
2781,所在城市,陇南
2782,所在城市,三亚
2783,所在城市,开封
2784,所在城市,贵阳
2785,所在城市,德阳
2786,所在城市,桂林
2787,所在城市,呼和浩特
2788,所在城市,太原
2789,所在城市,合肥
2790,所在城市,商丘
2791,所在城市,东营
2792,所在城市,南宁
2793,所在城市,朝阳
2794,所在城市,重庆
2795,所在城市,西宁
2796,所在城市,南昌
2797,所在城市,定西
2798,所在城市,重庆
2799,所在城市,丽水
2800,所在城市,厦门
2801,所在城市,南宁
2802,所在城市,北海
2803,所在城市,张家
2804,所在城市,绍兴
2805,所在城市,青岛
2806,所在城市,南京
2807,所在城市,濮阳
2808,所在城市,福州
2809,所在城市,辽阳
2810,所在城市,珠海
2811,所在城市,沈阳
2812,所在城市,大连
2813,所在城市,长春
2814,所在城市,北京
2815,所在城市,南宁
2816,所在城市,南昌
2817,所在城市,珠海
2818,所在城市,大同
2819,所在城市,呼和浩特
2820,所在城市,南京
2821,所在城市,济南
2822,所在城市,西安
2823,所在城市,襄阳
2824,所在城市,郑州
2825,所在城市,长春
2826,所在城市,海口
2827,所在城市,南宁
2828,所在城市,滁州
2829,所在城市,宁波
2830,所在城市,营口
2831,所在城市,芜湖
2832,所在城市,广州
2833,所在城市,石河
2834,所在城市,沈阳
2835,所在城市,青岛
2836,所在城市,乌鲁木齐
2837,所在城市,长治
2838,所在城市,黄冈
2839,所在城市,淄博
2840,所在城市,沈阳
2841,所在城市,成都
2842,所在城市,长沙
2843,所在城市,漯河
2844,所在城市,曲靖
2845,所在城市,临汾
2846,所在城市,郴州
2847,所在城市,漳州
2848,所在城市,聊城
2849,所在城市,深圳
2850,所在城市,龙岩
2851,所在城市,沧州
2852,所在城市,德阳
2853,所在城市,未知
2854,所在城市,珠海
2855,所在城市,北京
2856,所在城市,烟台
2857,所在城市,福州
2858,所在城市,乌鲁木齐
2859,所在城市,武汉
2860,所在城市,广州
2861,所在城市,福州
2862,所在城市,兰州
2863,所在城市,廊坊
2864,所在城市,杭州
2865,所在城市,昭通
2866,所在城市,广州
2867,所在城市,西安
2868,所在城市,遂宁
2869,所在城市,安康
2870,所在城市,深圳
2871,所在城市,昆明
2872,所在城市,宁波
2873,所在城市,潍坊
2874,所在城市,太原
2875,所在城市,南京
2876,所在城市,牡丹
2877,所在城市,太原
2878,所在城市,沈阳
2879,所在城市,成都
2880,所在城市,广州
2881,所在城市,银川
2882,所在城市,承德
2883,所在城市,金华
2884,所在城市,大连
2885,所在城市,广州
2886,所在城市,上海
2887,所在城市,佛山
2888,所在城市,福州
2889,所在城市,邯郸
2890,所在城市,北京
2891,所在城市,兰州
2892,所在城市,临沂
2893,所在城市,张掖
2894,所在城市,上海
2895,所在城市,宿迁
2896,所在城市,洛阳
2897,所在城市,晋城
2898,所在城市,长沙
2899,所在城市,武汉
2900,所在城市,佛山
2901,所在城市,本溪
2902,所在城市,呼和浩特
2903,所在城市,常德
2904,所在城市,银川
2905,所在城市,南宁
2906,所在城市,杭州
2907,所在城市,东莞
2908,所在城市,葫芦
2909,所在城市,柳州
2910,所在城市,长春
2911,所在城市,延边
2912,所在城市,佳木
2913,所在城市,北京
2914,所在城市,潍坊
2915,所在城市,昆明
2916,所在城市,济南
2917,所在城市,苏州
2918,所在城市,呼和浩特
2919,所在城市,杭州
2920,所在城市,沧州
2921,所在城市,抚顺
2922,所在城市,南宁
2923,所在城市,西安
2924,所在城市,厦门
2925,所在城市,南充
2926,所在城市,沈阳
2927,所在城市,洛阳
2928,所在城市,包头
2929,所在城市,桂林
2930,所在城市,阳泉
2931,所在城市,锦州
2932,所在城市,唐山
2933,所在城市,临汾
2934,所在城市,银川
2935,所在城市,宜宾
2936,所在城市,拉萨
2937,所在城市,北京
2938,所在城市,中卫
2939,所在城市,沈阳
2940,所在城市,自贡
2941,所在城市,桂林
2942,所在城市,漯河
2943,所在城市,本溪
2944,所在城市,鸡西
2945,所在城市,开封
2946,所在城市,安庆
2947,所在城市,苏州
2948,所在城市,天津
2949,所在城市,长治
2950,所在城市,新乡
2951,所在城市,上海
2952,所在城市,焦作
2953,所在城市,昆明
2954,所在城市,固原
2955,所在城市,重庆
2956,所在城市,保定
2957,所在城市,上海
2958,所在城市,赣州
2959,所在城市,南昌
2960,所在城市,岳阳
2961,所在城市,桂林
2962,所在城市,安阳
2963,所在城市,西安
2964,所在城市,鹤壁
2965,所在城市,石家庄
2966,所在城市,阜阳
2967,所在城市,广元
2968,所在城市,新余
2969,所在城市,枣庄
2970,所在城市,长治
2971,所在城市,青岛
2972,所在城市,信阳
2973,所在城市,衡阳
2974,所在城市,鞍山
2975,所在城市,长沙
2976,所在城市,咸宁
2977,所在城市,黔西
2978,所在城市,泰州
2979,所在城市,重庆
2980,所在城市,平顶
2981,所在城市,赣州
2982,所在城市,未知
2983,所在城市,信阳
2984,所在城市,贵港
2985,所在城市,泰州
2986,所在城市,宿迁
2987,所在城市,内江
2988,所在城市,广州
2989,所在城市,渭南
2990,所在城市,秦皇
2991,所在城市,汕头
2992,所在城市,抚州
2993,所在城市,安阳
2994,所在城市,邯郸
2995,所在城市,邢台
2996,所在城市,淮南
2997,所在城市,大理
2998,所在城市,银川
2999,所在城市,贵阳
3000,所在城市,辽阳
3001,所在城市,太原
3002,所在城市,益阳
3003,所在城市,黔南
3004,所在城市,茂名
3005,所在城市,临沂
3006,所在城市,青岛
3007,所在城市,沧州
3008,所在城市,石河
3009,所在城市,岳阳
3010,所在城市,保定
3011,所在城市,聊城
3012,所在城市,兰州
3013,所在城市,开封
3014,所在城市,焦作
3015,所在城市,青岛
3016,所在城市,长春
3017,所在城市,宿迁
3018,所在城市,邯郸
3019,所在城市,太原
3020,所在城市,德阳
3021,所在城市,安阳
3022,所在城市,朔州
3023,所在城市,天津
3024,所在城市,普洱
3025,所在城市,沧州
3026,所在城市,晋中
3027,所在城市,洛阳
3028,所在城市,呼和浩特
3029,所在城市,揭阳
3030,所在城市,大同
3031,所在城市,青岛
3032,所在城市,德阳
3033,所在城市,文山
3034,所在城市,合肥
3035,所在城市,宁波
3036,所在城市,绍兴
3037,所在城市,兰州
3038,所在城市,辽阳
3039,所在城市,临汾
3040,所在城市,保定
3041,所在城市,大同
3042,所在城市,南京
3043,所在城市,抚州
3044,所在城市,济宁
3045,所在城市,常州
3046,所在城市,益阳
3047,所在城市,晋城
3048,所在城市,银川
3049,所在城市,陇南
3050,所在城市,东营
3051,所在城市,济源
3052,所在城市,长沙
3053,所在城市,济南
3054,所在城市,大连
3055,所在城市,哈尔滨
3056,所在城市,济南
3057,所在城市,东营
3058,所在城市,九江
3059,所在城市,抚州
3060,所在城市,揭阳
3061,所在城市,邯郸
3062,所在城市,岳阳
3063,所在城市,哈尔滨
3064,所在城市,九江
3065,所在城市,哈尔滨
3066,所在城市,贵阳
3067,所在城市,临沂
3068,所在城市,信阳
3069,所在城市,临沂
3070,所在城市,邵阳
3071,所在城市,保定
3072,所在城市,鹤壁
3073,所在城市,济宁
3074,所在城市,湖州
3075,所在城市,淄博
3076,所在城市,许昌
3077,所在城市,黄石
3078,所在城市,黄石
3079,所在城市,邵阳
3080,所在城市,信阳
3081,所在城市,绵阳
3082,所在城市,青岛
3083,所在城市,郴州
3084,所在城市,潍坊
3085,所在城市,吉安
3086,所在城市,天津
3087,所在城市,沈阳
3088,所在城市,商丘
3089,所在城市,洛阳
3090,所在城市,海口
3091,所在城市,汕头
3092,所在城市,承德
3093,所在城市,威海
3094,所在城市,南昌
3095,所在城市,乌鲁木齐
3096,所在城市,三门
3097,所在城市,西宁
3098,所在城市,德州
3099,所在城市,合肥
3100,所在城市,信阳
3101,所在城市,重庆
3102,所在城市,温州
3103,所在城市,威海
3104,所在城市,重庆
3105,所在城市,晋中
3106,所在城市,常德
3107,所在城市,拉萨
3108,所在城市,平凉
3109,所在城市,巴音
3110,所在城市,淮南
3111,所在城市,文山
3112,所在城市,威海
3113,所在城市,许昌
3114,所在城市,焦作
3115,所在城市,青岛
3116,所在城市,南阳
3117,所在城市,苏州
3118,所在城市,秦皇
3119,所在城市,天津
3120,所在城市,烟台
3121,所在城市,南京
3122,所在城市,合肥
3123,所在城市,滨州
3124,所在城市,宿州
3125,所在城市,连云
3126,所在城市,济南
3127,所在城市,石家庄
3128,所在城市,大庆
3129,所在城市,上饶
3130,所在城市,潍坊
3131,所在城市,威海
3132,所在城市,商丘
3133,所在城市,银川
3134,所在城市,福州
3135,所在城市,郑州
3136,所在城市,潍坊
3137,所在城市,西宁
3138,所在城市,怀化
3139,所在城市,合肥
3140,所在城市,北京
3141,所在城市,洛阳
3142,所在城市,信阳
3143,所在城市,岳阳
3144,所在城市,哈尔滨
3145,所在城市,惠州
3146,所在城市,合肥
3147,所在城市,长沙
3148,所在城市,邯郸
3149,所在城市,洛阳
3150,所在城市,咸阳
3151,所在城市,株洲
3152,所在城市,周口
3153,所在城市,洛阳
3154,所在城市,银川
3155,所在城市,天津
3156,所在城市,贵阳
3157,所在城市,六安
3158,所在城市,珠海
3159,所在城市,厦门
3160,所在城市,开封
3161,所在城市,潍坊
3162,所在城市,太原
3163,所在城市,未知
3164,所在城市,泰安
3165,所在城市,绵阳
3166,所在城市,武汉
3167,所在城市,郴州
3168,所在城市,徐州
3169,所在城市,晋城
3170,所在城市,兰州
3171,所在城市,宜昌
3172,所在城市,德州
3173,所在城市,铜仁
3174,所在城市,天津
3175,所在城市,乌鲁木齐
3176,所在城市,遵义
3177,所在城市,宿州
3178,所在城市,遂宁
3179,所在城市,辽阳
3180,所在城市,杭州
3181,所在城市,合肥
3182,所在城市,襄阳
3183,所在城市,孝感
3184,所在城市,烟台
3185,所在城市,苏州
3186,所在城市,西宁
3187,所在城市,信阳
3188,所在城市,南昌
3189,所在城市,商洛
3190,所在城市,临汾
3191,所在城市,赤峰
3192,所在城市,岳阳
3193,所在城市,重庆
3194,所在城市,哈尔滨
3195,所在城市,沈阳
3196,所在城市,潍坊
3197,所在城市,成都
3198,所在城市,扬州
3199,所在城市,长春
3200,所在城市,长春
3201,所在城市,南通
3202,所在城市,兰州
3203,所在城市,合肥
3204,所在城市,太原
3205,所在城市,永州
3206,所在城市,天津
3207,所在城市,广州
3208,所在城市,潍坊
3209,所在城市,潍坊
3210,所在城市,上饶
3211,所在城市,厦门
3212,所在城市,武汉
3213,所在城市,上海
3214,所在城市,娄底
3215,所在城市,鞍山
3216,所在城市,沈阳
3217,所在城市,伊犁
3218,所在城市,郑州
3219,所在城市,沈阳
3220,所在城市,菏泽
3221,所在城市,平顶
3222,所在城市,长治
3223,所在城市,四平
3224,所在城市,北京
3225,所在城市,西安
3226,所在城市,开封
3227,所在城市,成都
3228,所在城市,潍坊
3229,所在城市,沈阳
3230,所在城市,昆明
3231,所在城市,南昌
3232,所在城市,武汉
3233,所在城市,济南
3234,所在城市,六安
3235,所在城市,周口
3236,所在城市,广元
3237,所在城市,邯郸
3238,所在城市,黄冈
3239,所在城市,天津
3240,所在城市,济南
3241,所在城市,益阳
3242,所在城市,太原
3243,所在城市,保定
3244,所在城市,聊城
3245,所在城市,大理
3246,所在城市,邯郸
3247,所在城市,哈尔滨
3248,所在城市,益阳
3249,所在城市,徐州
3250,所在城市,扬州
3251,所在城市,威海
3252,所在城市,潍坊
3253,所在城市,南昌
3254,所在城市,抚州
3255,所在城市,潜江
3256,所在城市,东莞
3257,所在城市,潍坊
3258,所在城市,济宁
3259,所在城市,菏泽
3260,所在城市,上饶
3261,所在城市,上海
3262,所在城市,喀什
3263,所在城市,九江
3264,所在城市,承德
3265,所在城市,广州
3266,所在城市,滨州
3267,所在城市,德州
3268,所在城市,乌鲁木齐
3269,所在城市,拉萨
3270,所在城市,兰州
3271,所在城市,南阳
3272,所在城市,德阳
3273,所在城市,六安
3274,所在城市,常德
3275,所在城市,泰州
3276,所在城市,武汉
3277,所在城市,沈阳
3278,所在城市,淮南
3279,所在城市,潍坊
3280,所在城市,苏州
3281,所在城市,太原
3282,所在城市,自贡
3283,所在城市,邵阳
3284,所在城市,潍坊
3285,所在城市,厦门
3286,所在城市,威海
3287,所在城市,邯郸
3288,所在城市,芜湖
3289,所在城市,邯郸
3290,所在城市,三门
3291,所在城市,上饶
3292,所在城市,孝感
3293,所在城市,孝感
3294,所在城市,德州
3295,所在城市,西宁
3296,所在城市,潍坊
3297,所在城市,西安
3298,所在城市,马鞍
3299,所在城市,德州
3300,所在城市,开封
3301,所在城市,阿克
3302,所在城市,厦门
3303,所在城市,乌鲁木齐
3304,所在城市,大连
3305,所在城市,潍坊
3306,所在城市,郑州
3307,所在城市,信阳
3308,所在城市,潍坊
3309,所在城市,福州
3310,所在城市,菏泽
3311,所在城市,宁波
3312,所在城市,潍坊
3313,所在城市,宿迁
3314,所在城市,阿克
3315,所在城市,贵阳
3316,所在城市,南通
3317,所在城市,贵阳
3318,所在城市,天津
3319,所在城市,泉州
3320,所在城市,哈尔滨
