职位id,关系,职位名称
7049,职位名称,SoC架构工程师
7050,职位名称,功能安全工程师/专家
7051,职位名称,Android性能优化工程师
7052,职位名称,数字验证工程师
7053,职位名称,深度学习工程师
7054,职位名称,fpga设计工程师
7055,职位名称,数字前端工程师
7056,职位名称,助听器算法工程师
7057,职位名称,芯片设计工程师
7058,职位名称,规划算法工程师
7059,职位名称,模拟电路工程师
7060,职位名称,射频芯片工程师
7061,职位名称,CPU验证工程师
7062,职位名称,BMS算法工程师
7063,职位名称,高级硬件工程师
7064,职位名称,决策规划工程师
7065,职位名称,量化开发工程师
7066,职位名称,视频算法工程师
7067,职位名称,视觉算法工程师
7068,职位名称,模拟设计工程师
7069,职位名称,模拟设计工程师
7070,职位名称,高级算法工程师
7071,职位名称,运动控制工程师
7072,职位名称,视觉算法工程师
7073,职位名称,高级算法工程师
7074,职位名称,推荐算法工程师
7075,职位名称,仿真算法工程师
7076,职位名称,定位算法工程师
7077,职位名称,点云算法工程师
7078,职位名称,电磁仿真工程师
7079,职位名称,光学工程师（高级）
7080,职位名称,定制电路工程师
7081,职位名称,高级测试工程师
7082,职位名称,芯片验证工程师
7083,职位名称,感知算法工程师
7084,职位名称,预研工程师
7085,职位名称,算法广告工程师
7086,职位名称,点云融合工程师
7087,职位名称,资深FPGA工程师
7088,职位名称,资深指纹算法工程师
7089,职位名称,基础算法工程师/专家
7090,职位名称,高级c++开发工程师
7091,职位名称,电控制动算法工程师
7092,职位名称,高性能计算工程师
7093,职位名称,传感器应用资深研究工程师
7094,职位名称,ADAS地图资深工程师
7095,职位名称,芯片研发工程师
7096,职位名称,数字ic验证工程师
7097,职位名称,物理算法工程师
7098,职位名称,高级算法工程师
7099,职位名称,高级电源工程师
7100,职位名称,电机设计工程师
7101,职位名称,资深光学工程师
7102,职位名称,芯片验证工程师
7103,职位名称,资深算法工程师
7104,职位名称,高精地图算法工程师
7105,职位名称,算法部署工程师
7106,职位名称,射频芯片设计工程师
7107,职位名称,技术应用工程师
7108,职位名称,IC设计工程师
7109,职位名称,SLAM算法工程师
7110,职位名称,资深算法工程师
7111,职位名称,C++高级工程师
7112,职位名称,高级算法工程师
7113,职位名称,AIGC算法工程师
7114,职位名称,资深算法工程师
7115,职位名称,射频电路工程师
7116,职位名称,SLAM算法工程师
7117,职位名称,广告算法工程师
7118,职位名称,伺服控制工程师
7119,职位名称,编译器高级工程师
7120,职位名称,3D导航算法工程师
7121,职位名称,DSP开发工程师
7122,职位名称,视觉图像算法工程师
7123,职位名称,智能驾驶工程师
7124,职位名称,IC设计工程师
7125,职位名称,TCAD仿真工程师
7126,职位名称,模拟设计工程师
7127,职位名称,IC设计工程师
7128,职位名称,推理引擎开发工程师
7129,职位名称,视频编码算法工程师
7130,职位名称,规划控制算法工程师
7131,职位名称,高级C++开发工程师
7132,职位名称,高级数字电路工程师
7133,职位名称,密码学高级工程师
7134,职位名称,slam高级算法工程师
7135,职位名称,资深嵌入式工程师
7136,职位名称,UWB定位算法工程师
7137,职位名称,模拟芯片设计工程师
7138,职位名称,资深模拟芯片工程师
7139,职位名称,SOC 设计工程师
7140,职位名称,资深视觉算法工程师
7141,职位名称,算法工程师/算法专家
7142,职位名称,高级脑电算法工程师
7143,职位名称,嵌入式硬件工程师
7144,职位名称,几何计算算法工程师（C++）
7145,职位名称,3D视觉算法工程师
7146,职位名称,高级算法工程师（AI影像）
7147,职位名称,数字芯片设计工程师
7148,职位名称,运动规划算法工程师
7149,职位名称,高级C++开发工程师
7150,职位名称,高速模拟电路工程师
7151,职位名称,NLP算法工程师（资深）
7152,职位名称,VSLAM算法工程师
7153,职位名称,slam算法工程师
7154,职位名称,高级算法工程师
7155,职位名称,高级算法工程师
7156,职位名称,图像算法工程师
7157,职位名称,嵌入式驱动工程师
7158,职位名称,人工智能工程师-搜索工程师
7159,职位名称,模拟芯片设计工程师
7160,职位名称,高级视觉算法工程师
7161,职位名称,系统架构工程师（Wi-Fi方向）
7162,职位名称,C++高级开发工程师
7163,职位名称,fpga原型验证工程师
7164,职位名称,运动规划算法工程师
7165,职位名称,大模型算法工程师
7166,职位名称,高级算法工程师（C++）
7167,职位名称,控制算法工程师(E4417)
7168,职位名称,推荐算法工程师
7169,职位名称,算法高级工程师
7170,职位名称,视觉算法工程师
7171,职位名称,C＋＋开发工程师
7172,职位名称,C/C++工程师
7173,职位名称,数字ic验证工程师
7174,职位名称,通信研发工程师
7175,职位名称,IC验证工程师
7176,职位名称,Software Development Engineer
7177,职位名称,ARM软件开发工程师
7178,职位名称,AI软件开发工程师
7179,职位名称,BMS底层软件开发工程师
7180,职位名称,AI软件工程师
7181,职位名称,存储软件工程师
7182,职位名称,高级软件工程师
7183,职位名称,Audio音频软件工程师
7184,职位名称,化工管道工程师
7185,职位名称,光机结构工程师
7186,职位名称,分子研发工程师
7187,职位名称,光学设计工程师
7188,职位名称,芯片研发工程师
7189,职位名称,高级光学工程师
7190,职位名称,通讯高级工程师
7191,职位名称,高级研发工程师
7192,职位名称,生信工程师（科研方向）
7193,职位名称,制冷研发工程师
7194,职位名称,小天鹅电器有限公司招聘质量管理/测试
7195,职位名称,先行研究工程师-热力学
7196,职位名称,嵌入式硬件工程师
7197,职位名称,物联网开发工程师
7198,职位名称,CAE求解器算法工程师
7199,职位名称,生物传感器研发工程师
7200,职位名称,预研工程师（博士）
7201,职位名称,视觉AI算法工程师
7202,职位名称,算法工程师
7203,职位名称,性能优化工程师（C++）
7204,职位名称,机器视觉研发工程师
7205,职位名称,人工智能高级工程师
7206,职位名称,运维工程师
7207,职位名称,仿真工程师
7208,职位名称,VTK图像算法工程师
7209,职位名称,地球物理算法工程师
7210,职位名称,林业工程师
7211,职位名称,光学工程师
7212,职位名称,计算化学应用工程师
7213,职位名称,机器视觉高级工程师
7214,职位名称,电池PACK工程师
7215,职位名称,信息系统需求论证工程师
7216,职位名称,生物信息分析工程师
7217,职位名称,环境模拟工程师（污水处理）
7218,职位名称,高级生物信息分析工程师
7219,职位名称,模拟计算工程师
7220,职位名称,产品经理工程师
7221,职位名称,机械研发工程师
7222,职位名称,化工研发工程师
7223,职位名称,云计算工程师
7224,职位名称,cae仿真工程师
7225,职位名称,图像算法工程师
7226,职位名称,机器人自动化控制高级工程师
7227,职位名称,资深研发工程师（博士）
7228,职位名称,高级研发工程师（博士）
7229,职位名称,研发工程师（分子2）
7230,职位名称,电子信息专业工程师
7231,职位名称,人工智能算法工程师
7232,职位名称,热管理系统集成工程师-上海(P6841)
7233,职位名称,计算模拟工程师（高感知材料数据库方向）
7234,职位名称,先进器件研发工程师(XJ000065)
7235,职位名称,高级技术支持工程师（材料科学）
7236,职位名称,激光SLAM+反光板融合算法工程师
7237,职位名称,算法工程师（异地招聘，地点在无锡）
7238,职位名称,软件技术合伙人
7239,职位名称,博士后（清华软件学院）
7240,职位名称,高级java开发工程师
7241,职位名称,区块链高级工程师
7242,职位名称,高级研发工程师
7243,职位名称,博士后科研人员
7244,职位名称,工业互联网技术总监
7245,职位名称,互联网信息传播关键技术研究岗
7246,职位名称,清华大学博士后-互联网治理与数据治理方向
7247,职位名称,上海交通大学互联网研究课题组招聘博士后
7248,职位名称,web前端
7249,职位名称,机械工程师
7250,职位名称,研发工程师
7251,职位名称,研发工程师
7252,职位名称,电子工程师
7253,职位名称,研发工程师
7254,职位名称,研发工程师
7255,职位名称,测试工程师
7256,职位名称,算法工程师
7257,职位名称,节能工程师
7258,职位名称,研发工程师
7259,职位名称,科研工程师
7260,职位名称,仿真工程师
7261,职位名称,橡胶工程师
7262,职位名称,SLAM算法工程师
7263,职位名称,模具设计工程师
7264,职位名称,高级研发工程师
7265,职位名称,专家级CAE工程师
7266,职位名称,高级研发工程师
7267,职位名称,光通信工程师
7268,职位名称,通信标准工程师
7269,职位名称,算法科研工程师
7270,职位名称,热电协同工程师
7271,职位名称,印染助剂工程师
7272,职位名称,食品研发工程师
7273,职位名称,生物应用工程师
7274,职位名称,高级研发工程师
7275,职位名称,新能源工程师
7276,职位名称,高级光学工程师
7277,职位名称,材料研发工程师
7278,职位名称,吸尘器电控工程师
7279,职位名称,技术支持工程师
7280,职位名称,激光应用工程师
7281,职位名称,技术、研发工程师
7282,职位名称,算法工程师
7283,职位名称,仿真工程师
7284,职位名称,薄膜工艺工程师
7285,职位名称,技术支持工程师
7286,职位名称,高级器件物理工程师
7287,职位名称,高级研发工程师
7288,职位名称,水性涂料工程师
7289,职位名称,研发工程师（博士）
7290,职位名称,高级研发工程师（博士）
7291,职位名称,生物信息学工程师
7292,职位名称,高级食品工程师（博士）
7293,职位名称,正极材料开发工程师
7294,职位名称,材料工程师（新材料开发）
7295,职位名称,化工工程师/日化产品
7296,职位名称,高分子材料工程师
7297,职位名称,研发工程师（应届博士）
7298,职位名称,高级嵌入式工程师
7299,职位名称,机械工程师
7300,职位名称,研发工程师
7301,职位名称,算法工程师
7302,职位名称,化工工程师
7303,职位名称,研发工程师
7304,职位名称,生信工程师
7305,职位名称,研发工程师
7306,职位名称,运维工程师
7307,职位名称,原材料研发工程师
7308,职位名称,研发工程师-DNA合成
7309,职位名称,高级研发科学家/工程师
7310,职位名称,农用微生物研发工程师
7311,职位名称,资深主管工程师（土木结构专业）
7312,职位名称,锂电池研发工程师
7313,职位名称,工艺研发助理工程师
7314,职位名称,研发工程师（无机陶瓷砂轮）
7315,职位名称,高级质谱研发工程师（博士）
7316,职位名称,健康食盐产品总工程师
7317,职位名称,研发工程师-博后
7318,职位名称,生物试剂研发工程师
7319,职位名称,高级研发工程师
7320,职位名称,高级预研工程师 (MJ000170)
7321,职位名称,酶工程师-生物信息学
7322,职位名称,高分子材料研发工程师
7323,职位名称,先行研究主任工程师-流体仿-W5177U
7324,职位名称,新能源汽车充电桩工程师
7325,职位名称,高级视觉算法工程师
7326,职位名称,计算成像算法工程师
7327,职位名称,研发工程师（基础研究）
7328,职位名称,高级生物研发工程师
7329,职位名称,高级研发工程师（储备）
7330,职位名称,交通安全咨询工程师
7331,职位名称,农用微生物研发工程师
7332,职位名称,资深主管工程师（土木结构专业）
7333,职位名称,锂电池研发工程师
7334,职位名称,工艺研发助理工程师
7335,职位名称,催化剂高级研发工程师
7336,职位名称,研发工程师（博士研究生）
7337,职位名称,原材料研发工程师
7338,职位名称,高级研发科学家/工程师
7339,职位名称,研发工程师-DNA合成
7340,职位名称,（应届生/实习生）材料工程师
7341,职位名称,高级研发工程师（有机化学博士）
7342,职位名称,人工智能教育算法高级工程师
7343,职位名称,耐火材料研发与应用工程师
7344,职位名称,医药研发工程师
7345,职位名称,导航算法工程师
7346,职位名称,高级研发工程师
7347,职位名称,高级电气工程师
7348,职位名称,ngs研发工程师
7349,职位名称,视觉算法工程师
7350,职位名称,研发工程师（博士）
7351,职位名称,高级研发工程师（可接受博士应届生）
7352,职位名称,石墨烯研发工程师
7353,职位名称,液流电池工程师
7354,职位名称,新材料研发工程师（深圳）
7355,职位名称,聚合物拓展应用研发工程师
7356,职位名称,重组蛋白疫苗高级研发工程师
7357,职位名称,高级深度学习算法工程师
7358,职位名称,医疗器械研发工程师
7359,职位名称,改性研发工程师
7360,职位名称,生物材料研发工程师
7361,职位名称,半导体器件设计工程师
7362,职位名称,高级技术工程师（博士）
7363,职位名称,气象海洋算法工程师
7364,职位名称,研发工程师/研发总监
7365,职位名称,蛋白质组学高级测试工程师
7366,职位名称,信号处理算法工程师（成都）
7367,职位名称,有色冶金材料工程师  博士
7368,职位名称,高分子材料研发工程师（博士）
7369,职位名称,高级研发工程师（电催化方向）
7370,职位名称,秘书长/副秘书长/标准化工程师/标准化专家
7371,职位名称,研发工程师（应博北京户口指标）
7372,职位名称,质谱研发工程师（博士） (MJ000205)
7373,职位名称,产品研发工程师（应届博士技培生）(J10953)
7374,职位名称,研发工程师（高分子专业研究生/博士生）
7375,职位名称,植物基因工程研究员/工程师
7376,职位名称,生物信息分析工程师
7377,职位名称,氟化工高级研发工程师【人才培养】
7378,职位名称,2023校招-解决方案工程师(003890)
7379,职位名称,软件算法工程师G2118
7380,职位名称,可信智能软件研究工程师
7381,职位名称,基础软件技术研究工程师
7382,职位名称,仿真软件研发工程师（北京）
7383,职位名称,软件核心研发工程师
7384,职位名称,电机控制软件工程师岗
7385,职位名称,嵌入式软件开发工程师
7386,职位名称,通用软件开发工程师
7387,职位名称,（EDA软件）资深计算电磁场算法工程师
7388,职位名称,嵌入式软件工程师-（应届博士生）
7389,职位名称,Java研发工程师
7390,职位名称,荣耀博士招聘（软件方向）
7391,职位名称,算法工程师
7392,职位名称,功率超声工程师
7393,职位名称,高级研发工程师（博士） (MJ000242)
7394,职位名称,领军工程师
7395,职位名称,材料工程师
7396,职位名称,电气工程师
7397,职位名称,研发工程师
7398,职位名称,电力工程师
7399,职位名称,光学工程师
7400,职位名称,结构工程师
7401,职位名称,算法工程师
7402,职位名称,算法工程师
7403,职位名称,算法工程师
7404,职位名称,模拟计算工程师
7405,职位名称,数值计算工程师
7406,职位名称,研发主任工程师
7407,职位名称,高薪算法工程师
7408,职位名称,底盘电控工程师
7409,职位名称,算法工程师（深圳）
7410,职位名称,研发工程师
7411,职位名称,冲压工程师
7412,职位名称,售前工程师
7413,职位名称,仿真工程师
7414,职位名称,结构工程师
7415,职位名称,模拟计算工程师
7416,职位名称,电池PACK工程师
7417,职位名称,CFD仿真工程师
7418,职位名称,光机结构工程师
7419,职位名称,图像算法工程师
7420,职位名称,GaN器件工程师
7421,职位名称,光学设计工程师
7422,职位名称,高级AI工程师
7423,职位名称,芯片研发工程师
7424,职位名称,传感器研发工程师
7425,职位名称,光学设计工程师
7426,职位名称,制冷系统设计工程师
7427,职位名称,标准工程师
7428,职位名称,光学工程师
7429,职位名称,算法工程师
7430,职位名称,电机电磁工程师
7431,职位名称,机械研发工程师
7432,职位名称,化工研发工程师
7433,职位名称,产品经理工程师
7434,职位名称,高级仿真工程师
7435,职位名称,通信技术工程师
7436,职位名称,CAE高级算法工程师(光学)
7437,职位名称,药理药效工程师
7438,职位名称,科研工程师（博士）
7439,职位名称,物理算法工程师
7440,职位名称,cae仿真工程师
7441,职位名称,高级光学工程师
7442,职位名称,大数据工程师
7443,职位名称,高级光学工程师
7444,职位名称,高级算法工程师
7445,职位名称,液压研发工程师
7446,职位名称,机械研发工程师
7447,职位名称,资深研发工程师
7448,职位名称,区块链工程师
7449,职位名称,研发工程师（校招博士）
7450,职位名称,电池基础研发工程师
7451,职位名称,安全开发工程师
7452,职位名称,高级机械结构工程师
7453,职位名称,研发设计主任工程师
7454,职位名称,感知融合算法工程师（博士）
7455,职位名称,CAE求解器算法工程师
7456,职位名称,科研工程师
7457,职位名称,合成工程师
7458,职位名称,研发工程师-博士
7459,职位名称,封装研发工程师
7460,职位名称,定位算法工程师
7461,职位名称,算法研发工程师
7462,职位名称,数据建模工程师
7463,职位名称,电化学工程师
7464,职位名称,电子光学工程师
7465,职位名称,力学工程师
7466,职位名称,高级算法工程师
7467,职位名称,高级算法工程师
7468,职位名称,生信工程师（科研方向）
7469,职位名称,毫米波雷达算法工程师
7470,职位名称,冲压工程师
7471,职位名称,高级AI算法工程师/技术专家
7472,职位名称,PCB研发工程师（22/23届博士）
7473,职位名称,网络工程师 博士招聘
7474,职位名称,生物信息分析工程师
7475,职位名称,高级供热系统设计工程师
7476,职位名称,电磁场算法工程师
7477,职位名称,射频器件仿真设计工程师
7478,职位名称,Hyperworks技术支持工程师（SH）
7479,职位名称,高级生物信息工程师
7480,职位名称,高级生物信息分析工程师
7481,职位名称,电机电磁工程师
7482,职位名称,机械研发工程师
7483,职位名称,化工研发工程师
7484,职位名称,产品经理工程师
7485,职位名称,液压研发工程师
7486,职位名称,机械研发工程师
7487,职位名称,音频算法工程师
7488,职位名称,资深研发工程师
7489,职位名称,区块链工程师
7490,职位名称,研发设计主任工程师
7491,职位名称,C++开发工程师-2023春招
7492,职位名称,催化剂研发工程师（博士）
7493,职位名称,信息系统需求论证工程师
7494,职位名称,高级自然语言处理算法工程师
7495,职位名称,机械工程师（22-23届博士）
7496,职位名称,图像算法工程师（23届博士）
7497,职位名称,智能交通研发工程师（校招）
7498,职位名称,CADD/AIDD 高级算法工程师
7499,职位名称,研发工程师（校招博士）
7500,职位名称,CFD分析应用工程师
7501,职位名称,电池基础研发工程师
7502,职位名称,高级光学工程师
7503,职位名称,大数据工程师
7504,职位名称,高级光学工程师
7505,职位名称,高级算法工程师
7506,职位名称,安全开发工程师
7507,职位名称,热设计工程师（博士）
7508,职位名称,化工工程师  博士
7509,职位名称,青年科研骨干工程师（农业机器人）
7510,职位名称,2023届-博士-工艺工程师-绍兴
7511,职位名称,同橙实验室：视觉AI算法工程师
7512,职位名称,机器视觉高级工程师
7513,职位名称,液压阀研发工程师
7514,职位名称,高级生物信息学工程师
7515,职位名称,机器视觉高级工程师
7516,职位名称,液压阀研发工程师
7517,职位名称,高级生物信息学工程师
7518,职位名称,机器视觉资深专家工程师
7519,职位名称,人工智能算法工程师
7520,职位名称,化工工程师  博士
7521,职位名称,人工智能工程师（机器视觉方向）
7522,职位名称,计算机视觉工程师（博士后岗位）
7523,职位名称,仪表产品解决方案工程师（地面方向）
7524,职位名称,机器人自动化控制高级工程师
7525,职位名称,资深研发工程师（博士）
7526,职位名称,技术研发工程师（锅炉）
7527,职位名称,高级研发工程师（博士）
7528,职位名称,计算蛋白质工程师
7529,职位名称,体外诊断试剂研发工程师
7530,职位名称,医疗器械研发工程师
7531,职位名称,类脑算法工程师
7532,职位名称,储能博士（高级研发工程师）
7533,职位名称,算法工程师（博士/博后）
7534,职位名称,人工智能算法工程师
7535,职位名称,光子芯片设计高级工程师（近观）
7536,职位名称,半导体检测设备  资深机械结构设计工程师
7537,职位名称,三维重建算法工程师
7538,职位名称,机械臂控制算法工程师
7539,职位名称,先进器件研发工程师(XJ000065)
7540,职位名称,高性能计算研发工程师
7541,职位名称,医疗影像高级工程师/总监
7542,职位名称,金属材料研发高级工程师
7543,职位名称,工艺研发工程师（社招博士、高薪）
7544,职位名称,新型微纳米系统控制博士后/工程师
7545,职位名称,双极板/质子交换膜工程师（燃料电池方向）
7546,职位名称,通用软件开发工程师
7547,职位名称,调度器技术研究工程师
7548,职位名称,CAE仿真设计工程师
7549,职位名称,主任工程师
7550,职位名称,高级研发工程师
7551,职位名称,材料生长工程师
7552,职位名称,模拟计算工程师
7553,职位名称,通信标准化工程师
7554,职位名称,高级硬件工程师
7555,职位名称,材料应用工程师
7556,职位名称,射频工程师（博士）
7557,职位名称,计算化学工程师
7558,职位名称,云计算工程师
7559,职位名称,先行研究工程师-微波技术
7560,职位名称,光学工程师（博士）
7561,职位名称,算法工程师（博士应届）
7562,职位名称,封装研发高级工程师
7563,职位名称,小天鹅电器有限公司招聘质量管理/测试
7564,职位名称,合成生物工程师
7565,职位名称,数字孪生仿真工程师
7566,职位名称,CAE求解器算法工程师
7567,职位名称,人工智能高级研发工程师
7568,职位名称,高级运动控制算法工程师
7569,职位名称,系统建模与开发工程师
7570,职位名称,类脑算法工程师
7571,职位名称,生物传感器研发工程师
7572,职位名称,高端电机设计工程师
7573,职位名称,网络工程师 博士招聘
7574,职位名称,射频器件仿真设计工程师
7575,职位名称,光学工程师（博士）(U0162)
7576,职位名称,高级供热系统设计工程师
7577,职位名称,2023届-博士-工艺工程师-绍兴
7578,职位名称,音频算法工程师（23届博士）
7579,职位名称,光学工程师（22-23届博士）
7580,职位名称,物理光学（电磁波）应用科技工程师
7581,职位名称,CV核心算法研究工程师（博士人才引进）
7582,职位名称,算法工程师（异地招聘，地点在无锡）
7583,职位名称,高级硬件工程师（项目经理级）
7584,职位名称,人工智能算法工程师（博士计划）
7585,职位名称,结构设计和热仿真工程师
7586,职位名称,仪表产品解决方案工程师（地面方向）
7587,职位名称,光子芯片设计高级工程师（近观）
7588,职位名称,软件开发工程师
7589,职位名称,软件开发工程师（通用）
7590,职位名称,camera软件工程师
7591,职位名称,智能集群软件开发工程师
7592,职位名称,第一性原理高级仿真工程师
7593,职位名称,求解器算法开发工程师
7594,职位名称,硬件工程师
7595,职位名称,模拟计算工程师
7596,职位名称,地质or 油藏工程师
7597,职位名称,主任算法工程师
7598,职位名称,先行研究工程师-微波
7599,职位名称,硅光工程师
7600,职位名称,高级AI算法工程师
7601,职位名称,高级控制算法工程师
7602,职位名称,网络安全工程师-博士-校招
7603,职位名称,CFD求解器开发工程师
7604,职位名称,算法工程师（博士/博后）
7605,职位名称,医疗影像高级工程师/总监
7606,职位名称,三维重建算法工程师
7607,职位名称,高分子材料研发工程师
7608,职位名称,CV核心算法研究工程师（博士人才引进）
7609,职位名称,青年科研骨干工程师（农业机器人）
7610,职位名称,软件工程博士
7611,职位名称,基础软件和工具科研岗（云脑所）
7612,职位名称,软件研发总监（嵌入式方向）
7613,职位名称,AGV研发总监（软件及算法）
7614,职位名称,人工智能(通讯、计算机软件IT、信息化方向)
7615,职位名称,Java开发工程师
7616,职位名称,副研究员、研究员互联网数据，AI金融方向
7617,职位名称,实施工程师
7618,职位名称,硬件工程师
7619,职位名称,细胞制备工程师
7620,职位名称,风味化学专家工程师
7621,职位名称,芯片高级工程师
7622,职位名称,高级算法工程师
7623,职位名称,算法工程师（图像算法）
7624,职位名称,生物信息工程师
7625,职位名称,高级光学工程师/资深光学工程师
7626,职位名称,玻璃/陶瓷研发工程师
7627,职位名称,算法工程师
7628,职位名称,算法工程师
7629,职位名称,算法工程师
7630,职位名称,算法工程师
7631,职位名称,算法工程师
7632,职位名称,算法工程师
7633,职位名称,高级硬件开发工程师
7634,职位名称,NPU模拟器开发工程师
7635,职位名称,高级计算机视觉工程师
7636,职位名称,云计算安全工程师
7637,职位名称,总工程师
7638,职位名称,算法工程师
7639,职位名称,算法工程师
7640,职位名称,算法工程师
7641,职位名称,算法工程师
7642,职位名称,算法工程师
7643,职位名称,高级模拟IC设计工程师
7644,职位名称,高级技术工程师
7645,职位名称,算法研发工程师
7646,职位名称,气象工程师 Meteorologist
7647,职位名称,算法工程师（博士）
7648,职位名称,AI算法工程师
7649,职位名称,核心研发工程师
7650,职位名称,AI算法工程师
7651,职位名称,高级算法工程师
7652,职位名称,资深算法工程师
7653,职位名称,电机开发工程师
7654,职位名称,NLP算法工程师
7655,职位名称,电子工程师
7656,职位名称,总工程师
7657,职位名称,雷达算法工程师
7658,职位名称,芯片研发工程师
7659,职位名称,产品研发工程师
7660,职位名称,分子生物学工程师
7661,职位名称,资深图像算法工程师
7662,职位名称,图像算法工程师（博士）
7663,职位名称,算法工程师（偏AI）
7664,职位名称,资深图像算法工程师
7665,职位名称,语音感知算法工程师
7666,职位名称,游戏开发工程师
7667,职位名称,通信技术工程师
7668,职位名称,图形物理仿真算法工程师（23届博士）
7669,职位名称,光学设计工程师
7670,职位名称,主任声学工程师
7671,职位名称,高级算法工程师
7672,职位名称,高级硬件工程师
7673,职位名称,资深算法工程师
7674,职位名称,研发总工程师
7675,职位名称,高级算法工程师
7676,职位名称,首席系统架构工程师
7677,职位名称,算法工程师
7678,职位名称,高级研发工程师（博士）
7679,职位名称,资深ic设计工程师
7680,职位名称,固体制剂资深工程师
7681,职位名称,机器学习高级工程师
7682,职位名称,环保设计工程师
7683,职位名称,激光雷达算法工程师
7684,职位名称,3D视觉算法工程师
7685,职位名称,算法工程师（园区-月亮湾）
7686,职位名称,人工智能开发工程师
7687,职位名称,算法工程师组长
7688,职位名称,算法工程师
7689,职位名称,虚拟人高级算法工程师
7690,职位名称,细胞研发工程师/主任/总监/博士
7691,职位名称,高级算法工程师
7692,职位名称,画质算法工程师
7693,职位名称,图形物理仿真算法工程师（23届博士）
7694,职位名称,地图大数据挖掘工程师
7695,职位名称,自动化机械设计工程师
7696,职位名称,模拟电路设计工程师
7697,职位名称,射频前端芯片设计工程师
7698,职位名称,高级机器视觉算法工程师
7699,职位名称,机器学习/强化学习算法工程师
7700,职位名称,技术合伙人/高级研发工程师
7701,职位名称,深度学习模型工程师
7702,职位名称,应届生-通信算法工程师
7703,职位名称,上海高级生物信息工程师
7704,职位名称,算法研发工程师
7705,职位名称,气象工程师 Meteorologist
7706,职位名称,算法工程师（博士）
7707,职位名称,AI算法工程师
7708,职位名称,核心研发工程师
7709,职位名称,AIDU计划深度学习算法工程师
7710,职位名称,高级机器学习算法工程师（GPT-RLHF）
7711,职位名称,分子生物学工程师
7712,职位名称,资深图像算法工程师
7713,职位名称,算法工程师（偏AI）
7714,职位名称,资深图像算法工程师
7715,职位名称,语音感知算法工程师
7716,职位名称,算法工程师（运筹优化方向）
7717,职位名称,量化交易模块算法工程师
7718,职位名称,机器学习高级工程师
7719,职位名称,高级深度学习算法工程师
7720,职位名称,资深研发工程师  （核技术应用博士）
7721,职位名称,研究院院长
7722,职位名称,博士后
7723,职位名称,高光谱数据处理算法负责人
7724,职位名称,图像算法研究员
7725,职位名称,资深AI系统架构师
7726,职位名称,nlp算法专家
7727,职位名称,执行院长
7728,职位名称,数据科学家 Applied Scientist - 深度学习
7729,职位名称,纳米传感器技术创业合伙人
7730,职位名称,生物信息研究员
7731,职位名称,AI视觉专家
7732,职位名称,视觉研发总监
7733,职位名称,研发副总
7734,职位名称,博士研究生（2022/2023届）
7735,职位名称,具身智能研究员
7736,职位名称,光学专家
7737,职位名称,雷达系统工程师
7738,职位名称,研发总监（BMS）
7739,职位名称,自动驾驶-AI架构师&专家
7740,职位名称,副总裁
7741,职位名称,首席法务官CLO
7742,职位名称,数字安全实验室有限公司CEO
7743,职位名称,【网易内推】技术类、教育类、博士专项校招
7744,职位名称,ai算法专家
7745,职位名称,算法研究员
7746,职位名称,技术副总裁
7747,职位名称,司法科技领军人才
7748,职位名称,模拟lC设计
7749,职位名称,设备预测性维护研究员
7750,职位名称,百万年薪氪学家-算法开发
7751,职位名称,研发高层次人才（海外博士/博士后）
7752,职位名称,技术负责人
7753,职位名称,首席压缩机压发专家
7754,职位名称,进站博士后
7755,职位名称,深度学习专家(J10904)
7756,职位名称,电子对抗信息系统总师
7757,职位名称,机器人算法CTO
7758,职位名称,光通信CTO
7759,职位名称,信号处理设计师
7760,职位名称,人工智能算法总监
7761,职位名称,算法组长/60k+
7762,职位名称,技术总监（博士）
7763,职位名称,特聘研究员
7764,职位名称,AI/人工智能负责人/Leader
7765,职位名称,数据科学家
7766,职位名称,技术总监
7767,职位名称,博士研究员
7768,职位名称,Data Science/Bioinformatics Director
7769,职位名称,项目经理/主管
7770,职位名称,硅光调制器设计
7771,职位名称,人工智能专家/算法专家
7772,职位名称,算法研究员（博士可解决北京户口）
7773,职位名称,生物信息博士
7774,职位名称,联合培养博士后（计算仿真）
7775,职位名称,AI算法高级研究员
7776,职位名称,新技术研究专家
7777,职位名称,无人机技术科研岗
7778,职位名称,研发总监
7779,职位名称,CADD科学家
7780,职位名称,热处理专家
7781,职位名称,技术总监
7782,职位名称,生信总监
7783,职位名称,滤波器专家
7784,职位名称,生物技术支持专家
7785,职位名称,人工智能研究员
7786,职位名称,智联网实验室负责人
7787,职位名称,算法总监（CTO/首席算法科学家）
7788,职位名称,博士研究员
7789,职位名称,首席科学家
7790,职位名称,计量博士
7791,职位名称,控制算法研究员
7792,职位名称,首席技术官CTO-手术机器人方向
7793,职位名称,首席研究员（化学工程） (MJ000968)
7794,职位名称,技术总监
7795,职位名称,算法专家
7796,职位名称,人工智能博士(J22696)
7797,职位名称,首席技术官CTO
7798,职位名称,"量化交易系统开发(IT主管,c++)"
7799,职位名称,硅光芯片设计
7800,职位名称,算法科学家
7801,职位名称,临床前总监
7802,职位名称,科学家
7803,职位名称,AIGC技术专家/应用科学家
7804,职位名称,研究员（北航教师编制岗）
7805,职位名称,工业智能大数据首席数据架构师
7806,职位名称,算法团队负责人
7807,职位名称,深度学习框架计算与优化研究员
