公司名称,职位名称,薪资,学历要求,职位描述,
智慧互通科技股份有限公司,算法研发工程师,30-60K·15薪,博士,算法研发工程师工作职责：1、为解决实际问题而进行探索性研究和创新，并设计分析处理相关的算法2、负责计算机视觉、深度学习相关的技术系统与产品的研发工作。3、负责计算机视觉、深度学习相关的技术难点攻关与前瞻研究。4、负责算法的代码实现。职位要求：1、在深度学习，统计学习，计算机视觉，最优化方法等方面有较深入的研究，有2年以上工作经验。2、精通物体检测与分类的常用算法。3、有扎实的数学基础，具备模式识别、图像处理、计算机视觉、人工智能和信号处理等基础知识。4、具有较强的编程能力， 精通c/c++编程，熟悉python。5、英文熟练，有良好的英语阅读能力。6、有责任心，严谨细致，有良好的创新意识和团队精神。,北京海淀区中钢国际广场89
象谱信息产业有限公司,气象工程师 Meteorologist,200-260K,博士,岗位职责：1. 负责气象站、雷达、卫星、数值模式等各类气象数据处理；2. 负责研究相关预报算法，提高预报精度；3. 负责气象预报系统的维护与优化；4. 针对行业特色、深入分析客户需求、提供行业专业气象服务方案。任职要求：1. 博士及以上学历，气象学相关专业；2. 具备较强的逻辑分析与独立解决问题能力；3. 能熟练阅读中文、英文技术文档；4. 具有团队精神，责任感、沟通能力。,济南历下区象谱信息产业有限公司济南市历下区天辰路1188号6层
赛维森（广州）医疗科技服务有限公司,算法工程师（博士）,30-60K·13薪,博士,"岗位职责：1. 医疗图像算法创新，主要涉及检测，分割，及分类；2. 医疗图像处理算法开发；3. 公司现有产品算法支持，及结合产品需求进行优化。任职要求：1.自动化/计算机等相关专业，博士毕业或者硕士毕业3年以上相关领域工作经验；2.熟练使用Python或C++；3.熟练使用OpenCV, 熟练使用Tensorflow/PyTorch深度学习框架；4.有良好的沟通和英文文献阅读能力, 有责任心，并拥有良好逻辑思维能力和学习能力；5.具有良好的数学基础，对机器视觉、图像处理、算法开发等有强烈兴趣，意向在此领域发展；6. 熟悉TensorRT 模型加速框架；7. 了解Docker和Kubernetes技术;8. 具有医疗图像算法相关经验着优先。公司福利：1.办公环境：舒适、整洁、开放式办公，2.工作时间：周一至周五9:00-18:30，周末双休，享受国家法定假期；3.公司氛围：良好、轻松的团队氛围；4.社保公积金：入职购买五险一金、每年定期体检；5.节日福利：重大节日礼品/礼金/购物卡；生日贴心礼物；6.公司文化:聚餐活动、下午茶、生日、年会、旅游等；",广州海珠区海珠智汇科技园D2栋1楼101-102
北京菱云科技有限公司,AI算法工程师,30-60K,博士,1.研究AI算法前沿技术，对接业务，设计算法，提高模型的性能。2.实现AI模型在公司平台上的部署和运行，参与AI平台设计开发。图像语音等技术领域。2.精通Python开发语言.了解docker容器、分布式及webservice。,北京朝阳区冠城大厦19
万龙时代科技有限公司,核心研发工程师,50-80K,博士,一、薪酬福利◆薪资待遇：年薪按70%逐月发放，绩效年薪按年度业绩考核发放。?博士研究生：年薪60万；第五年参与公司分红；第七年成为股东。◆ 福利待遇：?享受七险一金，提供住宿，资助购置私家车；?补贴性福利：伙食补贴、工龄补贴、探亲补贴、节日补贴、交通补贴、婚嫁补贴、生育补贴等；?假期性福利：法定节假日、婚假、产假及陪护假、年假、丧假、病假、路程假；二、公司简介万龙时代科技有限公司，位于中国东亚文化之都、海上丝绸之路起点——泉州，中国石材工具十强企业，中国石业十佳影响力企业，福建省制造业冠军企业，综合实力行业第一；是一家以技术为先导，集研发、生产、销售及服务为一体的国家级高新技术企业。产品涵盖金刚石切割工具、磨削工具等领域。由公司自主研发的“万龙”牌金刚石锯齿节块、圆锯片、绳锯、布拉磨块、树脂磨料等产品以其锋利耐用、质量稳定的特性享誉国内外市场。三、泉州简介福建省三大中心城市之一、泉州GDP连续22年蝉联福建首位、“万亿俱乐部”成员首批国家历史文化名城、东亚文化之都、海上丝绸之路起点中国制造2025试点示范城市、全国18个改革开放典型地区之一全国科技进步先进城市泉州空气质量优良率为97.3%泉州房价约为北上广深均价的22.1%四、公司荣誉国家级专精特新小巨人企业荣获“国家科技进步二等奖”2次国家级高新技术企业福建省制造业单项冠军产品国家行业标准起草制订单位省级企业技术中心省级技能大师工作站省级劳动关系和谐企业机械职业技能鉴定磨具福建点泉州市高层次人才自主认定单位五、招聘需求核心研发工程师（4-6名）◆ 培养目标：试用期6个月，培养2-4年后成为公司核心产品研发工程师◆ 培养导师：由公司数名技术专家悉心指导，均为业内的技术领军人物◆ 专业要求：凝聚态物理、光学等物理专业◆ 招聘条件：?研究生学历，身体健康，年龄在30周岁以下；?品学兼优、踏实肯干，吃苦耐劳，具备良好的钻研与团队精神、具备高度的责任感 ；?专业知识扎实，对理论研究与技术创新具有浓厚兴趣和韧劲； ◆ 主要职责： ?完成金刚石工具、粉末冶金制备工艺及其检测技术、物理性能等的理论研究和相关实验；?研究配方体系，开发具有自主知识产权的新技术、新产品，并建立相应标准；?实现新材料、新工艺、新配方体系的开发、测试、推广应用，不断提高产品竞争力；,泉州晋江市万龙智泰路13号
北京百度网讯科技有限公司,AIDU计划深度学习算法工程师,40-70K·16薪,博士,招聘对象2023 2024博士涉及AI各个方向2022 06 13截止机器学习/数据挖掘、自然语言处理、计算机视觉、机器人、自动驾驶、大规模分布式系统、计算机图形、异构计算、跨模态生成、人工智能安全、图像绘制、智能交通方向、工业人工智能、模型架构、ANN检索、集成电路数字芯片设计、存储系统研发、形式化验证及系统安全,北京海淀区百度科技园1号楼k1
深圳波特时空科技有限公司,高级机器学习算法工程师（GPT-RLHF）,35-60K·13薪,博士,技术prompt：应用机器学习、深度学习、自然语言处理等技术，GPT、RLHF算法，针对全网海量用户行为和内容信息建模，挖掘潜在商业价值，刻画用户属性、用户间关系等。工作目标：基于用户和数据理解等技术产出，参与用户产品和商业项目的研发，提升用户体验，最终提升用户的商业效率。职位要求1，计算机、模式识别、数学、物理等相关专业，硕士及以上学历；2，具备的机器学习、深度学习、自然语言理解等方面的理论基础和实践能力3，良好的逻辑思维能力，能够从海量数据中发现有价值的规律 4，熟悉Linux开发环境，熟练掌握Python、C\C++等开发语言5，有大规模数据挖掘、用户画像、推荐技术等相关背景或经验者优先6，良好的学习能力和探索热情，是挑战新技术领域的基本素养岗位前景：我们是很有前景的AI行业创新应用团队；已完成融资，有丰厚完善的股票期权激励制度。,深圳南山区中国检验认证大厦A区1308
东莞兰卫医学检验实验室有限公司,分子生物学工程师,40-55K,博士,"一、招聘岗位:分子遗传及相关专业研究领域。二、入职条件：（一）35?岁以下且非在职人员，近三年以第一作者或通讯作者发表 SCI 小类Ⅰ区或Ⅱ区原创性研究论文。（二）?40 岁以下或在职人员,近三年需发表 SCI 一区论文 1 篇以上或 SCI 二区论文2篇以上。（三）博士学历，分子诊断学、分子生物学、生物工程、病原微生物宏基因检测方向等，有扎实的分子生物学专业知识和较强的实验操作能力，具有实验数据的分析处理能力；三、待遇条件：（一）协议年薪：年薪50万元起，具体可面议。（二）住房待遇：公司提供住房。（三）科研经费：公司给予科研启动经费（四）户口迁移/子女入学：博士人员入职报到后，可凭人力资源和社会保障部门介绍信和户口簿等有效证明材料落户东莞，其配偶及未成年子女可随迁入户。随其流动的子女在户口所在地办理入幼儿园、上小学和初中、报考（转入）高中以及报考高等院校或中等专业学校等，享受当地常住户口居民的同等待遇。（五）职称申报:按照国家相关规定，在站期间可以申报相应的职称或晋升。五、联系方式：1、联系地址：东莞市松山湖管委会阿里山路产业化中心7栋3楼4楼5楼2、联系人：罗小姐/李小姐/肖小姐3、联系电话：*****,或加微信*****   简历发送邮箱：*****",东莞松山湖产业化中心7栋4楼5楼
豪威芯仑传感器（上海）有限公司,资深图像算法工程师,40-80K,博士,工作内容1. 负责机器学习算法的研发。典型的算法包括但不限于车道线识别，车辆识别，交通标识识别，可通行区域预测，人脸检测等等；2. 根据业务需求负责嵌入式系统的算法设计、开发及优化；3.对算法进行验证和实现，解决实际业务问题，实现高效算法；4. 关注人工智能相关算法新趋势，并结合公司业务情况进行技术预研；5.业内和学术界先进相关技术的跟踪和原型化。任职资格1. 计算机、自动化、数学等相关硕士及以上学历，编程功底扎实，精通主流深度学习框架如Tensorflow、Caffe等，有5年以上Python或C++语言程序设计的实际工作经验；2. 熟悉并能实现常用的图像处理、模式识别及机器学习算法，熟悉OpenCV，Dlib，HALCON等计算机视觉开发库；3. 有良好的沟通表达能力，良好的分析解决问题的能力，严谨认真的工作态度；?加分项1. 在公开测试集取得优异效果、在NIPS/CVPR等顶级会议发表论文或有图像识别的产品研究经验者优先。2. 独立完成过其他深度学习项目的完整流程，包括主流网络模型的选取、样本标注、参数调优训练、评价测试等环节，都有经验的优先。,上海普陀区金环商务花园办公楼
智云安科技（北京）有限公司,算法工程师（偏AI）,40-60K,博士,"、设计、训练、部署模型，对分类模型的准确率负责2、包括对数据进行解析（有格式定义）、预处理、建模、数据生成、评估、Runtime Optimization等要求：1、精通python，numpy编程，熟悉各类tensor编程(TF或PT均可）2、丰富的编程经验（100k+ lines)，能独立完成数据解析（从二进制或csv）、数据处理（观察分布提出合适的预处理）、模型架构选择及net结构自定义（不限于ConvNet、Transformer)、训练、调优、结果评估等3、很强的数学功底，擅长用传统数学算法（不用Net）建模，提高性能，有丰富的并行编程经验4、动手能力强，独自完成cuda和conda环境配置及troubleshooting。精通SQL语言。能很快接入基于SQL的传统应用中进行数据获取、模型的闭环应用5、同时有CV和NLP经验，理解两者差异和共性。对Attention机制理解深刻。有CVPR, ECCV等论文者优先（请提供链接）6、很强的学习能力、学术能力，对最近的前沿动态能迅速领悟，看借鉴最新arxiv上的论文并重现结果7、物理、数学、通信专业者优先8、有PDE数值经验者优先，有FEM经验者优先（包括采用已有的偏微分库）  9、高学历优先，可配股权，具体面谈。",合肥包河区利港银河广场D2214
达师兄（上海）网络科技有限公司,资深图像算法工程师,40-70K,博士,工作职责:1.研究图像外理识别系统算法，实现算落地产品原型;2.支持团队己有产品/系统演进及维护;3.参与公司中长期图像相关产品预研，参加专业领域竞赛为公司赢得技术声誉;产出专利/高水平论文;4.支持远程办公,大连中山区清华园(长江东路)205
北京罗克维尔斯科技有限公司,语音感知算法工程师,35-55K·14薪,博士,"职位描述 1. 负责音频视频算法的处理和实现； 2. 负责语音唤醒模块的训练和开发； 3. 负责语音识别的声学模型、语言模型和解码器的模块的训练和开发； 4. 负责声纹识别、说话人区分等算法的研发。职位要求1.博士(AI,EE,CS,NLP)，音频、机器学习、语音、自然语言处理、机器视觉等相关专业优先；2.熟悉传统机器学习基础理论，熟练掌握Kaldi, TensorFlow, Pytorch等社区开源工具中的一种及以上； 3.熟练C/C++，Python，Shell编程语言，对数据结构和算法设计有深刻理解，参加过ACM等编程比赛的优先；4.理论基础扎实、对语音信息处理具有浓厚兴趣，对语音唤醒、语音识别、声纹识别、音频事件检测等相关方向有一定的研究或者实习经历；5.学习能力强，逻辑思维清晰，具有自我驱动力，有创造力，有较强的文献阅读能力，在相关国际会议或主流期刊上发表论文者优先（ICASSP，Interspeech，ASRU）。",北京顺义区理想汽车北京研发总部A区
春秋航空股份有限公司,算法工程师（运筹优化方向）,30-60K,博士,工作职责：1.负责沟通算法课题，应用场景；2.负责算法开发，测试和上线；3.负责项目落地，上线效果评估和迭代改进；4.不定期进行数据挖掘和分析专题研究；任职要求：1.博士学历，工作经验不限。2.有完整的全流程算法部署工程上线、模型跟踪评估经验，有大数据相关组件经验优先。3.善于和不了解算法的业务部门沟通和协作，促进项目推进和落地。4.熟悉运筹学基本原理，有大型运筹优化项目落地实施经验者优化。5.熟练使用一个或多个主流优化器（cplex、gurobi、ortool等）；熟悉SQL和C++ （Java/Python 加分项）。6.熟悉常用机器学习算法，包括不限于集成学习，深度学习作为加分项。7.主观能动性强，自我驱动，结果导向。8.乐于接受新技术，学习能力强，英文阅读无障碍，善于查阅一手技术文档。9.对民航业有基本了解。,上海长宁区永融国际中心虹桥路2535号
黑龙江融悦和科技有限责任公司,量化交易模块算法工程师,50-100K,博士,精通高等数学，金融学，经济学，较强创新能力，对外汇交易有基本了解。,哈尔滨道外区创库科技103室
深圳顺丰泰森控股（集团）有限公司,机器学习高级工程师,30-60K·15薪,博士,岗位职责：1.综合应用海量gps轨迹信息，利用大数据工具，进行空间数据的挖掘与处理；2.应用机器学习技术，利用位置和轨迹等海量信息进行数据建模，解决ETA、路径规划、路线排序等实际业务问题；任职资格：1.本科及以上学历，计算机相关专业，3年以上相关工作经验；2.扎实的编程基础，语言种类不限，python、scala、C++优先；3.需要有大数据处理有经验，Spark、HIVE等；4.熟悉常见的机器学习算法，XGB、LR、RNN等模型；5.有相关开发经验或推荐排序领域经验优先。,深圳南山区深圳市软件产业基地5栋E座7楼
北京锐腾海林文化发展有限公司,高级深度学习算法工程师,30-60K,博士,岗位职责：1. 参与深度学习算法开发，完成深度学习算法选型、迭代等开发工作；2. 负责图像处理、图像识别、目标检测等算法的设计和实现；3. 负责相关深度学习算法在公司项目中的工程化落地、运行与维护。任职要求：1. 本科及以上学历，计算机、数学、电子等相关专业，英语读写能力强；2. 熟练掌握深度学习算法原理；3. 熟练掌握tensorflow、pytorch、keras、mxnet等至少一种深度学习框架；4. 具有图像识别、图像处理等相关经验，熟练使用opencv或pil等图像处理库；5. 熟练使用Python、C/C++等语言，具有较强的逻辑思维能力和编程能力；6. 具备良好的沟通和团队协作能力，工作积极主动负责。,北京昌平区新华未来城B座5层5605-5606室
杭州景业智能科技股份有限公司,资深研发工程师  （核技术应用博士）,50-80K·14薪,博士,BOSS的职位类型没有该岗位合适的类型1、负责市场调研和客户技术对接，确定核技术应用方向产品研发规划。2、主导开展核技术应用相关产品研发与工程转化。3、负责产品相关技术文件的编制。任职资格：1、核科学与技术相关专业，博士及以上学历。2、深刻理解掌握原子能、核辐射技术原理，熟悉核资源与环境工程、核信息处理与核仪器、辐射计量与防护、核医疗等核工程技术。3、熟悉核技术应用与转化专业知识，如加速器、核探测、核仪器、核医疗、核辐照、核材料等技术。4、具备核技术应用相关产品研发经验或研发能力。,杭州滨江区世茂中心·乐缤纷杭州市滨江区信诚路857号世茂中心35楼
浙江电驱动创新中心有限公司,研究院院长,80-110K,博士,"要求：1、	博士，电机或相关专业，权威机构排名前100院校毕业优先；2、	10年以上电机设计经验，精通电磁、仿真、结构设计；3、	精通永磁同步电机设计，涉猎过高压、低压产品；4、	熟悉驱动器、控制器的原理和设计，有相关工作经历；5、	有大型企业或知名科研院所工作经验，电驱动行业研发团队管理经验5年以上，沟通能力好，文字功底扎实，熟练使用OFFICE等办公软件。职责：1、	洞察和研究电驱动及其他多个相关领域知识及行业发展；2、	统筹规划多领域整体发展；3、	面临对整体业务产生决定性影响的开创性问题、面对错综复杂全新环境时，提出具有战略性、全局性和变革性的解决方案；4、	引导平台在专业领域的突破创新。",宁波北仑区宁波菲仕技术股份有限公司201
北京理工亘舒科技有限公司,博士后,30-60K,博士,岗位职责：1.负责微流控芯片产品结构设计、研发与可靠制造工艺的研发；2.带领研发团队进行微流控芯片及设备的设计、开发与验证；3.关注微流控芯片研发方面相关文献的整理、行业动态追踪，项目立项与申报等；4.从前期芯片制备方案的拟定、可行性论证，立项、研发到专利成果申请全过程管理；5.实验方案的拟定、技术攻关、专利的撰写等；任职资格：1.五年以上微流控研发工作经验，具有核酸全自动检测相关项目经验，具有扎实的微流控芯片加工背景，产业化背景；3.具备良好的研规划和团队管理技能;进站要求：1.博士学位所属学科为业内公认的世界一流学科，或博士导师为国际公认的一流专家。2.免疫学、生物医学、化学工程、微流控芯片、微电子、精密制造、生物工程等相关专业；3.年龄在35周岁以下，符合博士后进站相关资格。根据国家博管会政策享受解决北京落户、子女教育、科研经费支持，生活补贴等待遇,北京石景山区六工汇C4幢3层
优尼科（青岛）微电子有限公司,高光谱数据处理算法负责人,40-60K,博士,1.负责基于MEMS芯片高光谱成像的预处理核心算法开发，为建立稳定、可靠的应用模型奠定基础。2.负责针对MEMS芯片高光谱成像系统的温度偏移、角度偏移等核心问题提出解决方案并完成开发。3.负责指导软件工程师开发基于MEMS芯片高光谱成像的其他各种预处理算法。,广州黄埔区黄埔区广州科学城-
超音速人工智能科技股份有限公司,图像算法研究员,30-60K,博士,岗位职责：1.调研人工智能技术的应用及发展方向，制定公司人工智能技术路线、技术目标；2.开发基于深度学习的图像算法库、应用软件框架；3.负责深度学习相关的图像系统项目技术开发、技术预研；4.解决项目上深度学习图像系统应用中的技术难题；5.培训、指导公司软件工程师使用深度学习图像系统。6.技术驱动，探索人工智能的创新应用；场景和问题驱动，技术攻关，产出解决方案。任职要求：1.海内外知名高校计算机/数学类相关专业，博士以上学历；2.有视觉图像算法相关领域研究经验；3.掌握c++或python编程，熟悉常见的深度学习框架，熟悉常见模型结构与模型优化方法。,广州番禺区广州超音速自动化科技股份有限公司B10栋
鼎捷软件股份有限公司,资深AI系统架构师,50-80K,博士,岗位职责：1.自主调研各项先进的AI技术及应用，为智能平台提出创新、清晰、有影响力的AI升级规划，赢得市场竞争优势。2.基于规划属性，领导团队与算法工程师、云平台工程师进行跨部门、跨组织、跨领域的团队协作，主动发现和解决问题，确保规划如质、如期、有序、稳定地实现，并通过量化和质化的评估反馈，持续迭代设计并追踪成效。3.钻研最新的AI相关文献，并与团队分享洞见和知识，从技术和组织两方面带领团队不断成长，持续提升团队的研发品质和能力，培养高技术品质的团队文化。4.深入了解项目需求，对各种AI框架和技术路线进行探索和评估，以严谨的思路研究分析优缺点，以专业视角提出最佳化AI系统架构设计和技术选型，满足项目的既有需求和潜在需求。5.在开发团队中承担技术骨干作用，主导各项核心AI技术的研发和推进，并指导开发人员解决开发过程中的技术问题。6.与公司内部的数据中台团队合作，维护并调优智能平台的数据采集，设计高效、低延迟的平台埋点和数据水管。7.协助建构企业级的知识图谱，并为知识图谱建立可以透过企业数据自主精进的机制。8.撰写技术架构规格文件和最佳实践相关文件。9.完成公司和主管的交办事项。任职要求：1.计算机科学相关科系毕业，博士以上学历。2.对机器学习、深度学习等AI技术原理和体系有深入扎实的了解，尤其是制造业常用的AI技术。3.必须具有2-3年以上领导技术团队进行快节奏高成长的软件开发经验。4.具备带领团队将机器学习和深度学习等人工智能技术应用于实际场景并落地的经验，具备制造业实践经验尤佳。5.具有自主管理、自我学习、责任心强、积极认真、抗压能力强、注重质量、善于沟通和协调、团队合作和高度客户导向的特质。6.能够快速理解复杂业务逻辑并将其转化为AI技术需求。7.具备调研新技术和第三方套件的能力。8.具有阿里云、微软云或华为云相关经验者尤佳。9.具备预测、推荐、知识图谱、数据水管等相关系统架构功能规划和建置经验尤佳。,上海静安区鼎捷软件股份有限公司江场路1377弄1号楼鼎捷软件
软视视频软件（杭州）有限公司,nlp算法专家,30-60K·14薪,博士,工作职责： １、为各种Zoom产品如任务导向对话系统、Zoom会议/电话/聊天智能产品开发最适合的ML和NLP模型或算法； ２、研究和研究最新技术，然后为对话 AI、信息提取、分类、情感分析、文本分割、主题建模等创建和定制 ML/DL 模型； ３、与包括国际团队在内的各种团队合作，交流想法，沟通需求，提供技术指导，代码审查。参与生产集成部署，结果评估。  要求 １、NLP、NLU、机器学习、计算机科学或相关技术领域博士； ２、流利的英语写作和口语，与不同团队和利益相关者合作的沟通能力强； ３、具有对话 AI 和面向任务的对话系统的经验； ４、机器学习、深度学习（BERT、XLNet、CNN、LSTM、GPT、GNN 等）、元学习、少样本学习、零样本学习、自我监督学习、对比学习等方面的专业知识； ５、NLP 方面的专业知识，例如文本分类、情感分析、主题建模、文本摘要、排名、文本相似性、标记化、词/句子/文档嵌入、NER、POS（词性）标记和解析、意图检测、槽填充、对话流、KB图等； ６、能够理解 ML/DL/NLP 领域的最新研究论文，重现已发表的结果，为特定用例构建和定制模型； ７、文本预处理和规范化技术的实践经验，例如标记化、单词和句子嵌入、NER、POS（词性）标记和解析以及它们如何在低级别工作； ８、具有使用大规模文本数据开发和训练模型的实践经验； ９、具有开源 ML/DL/NLP 工具包的经验，例如 PyTorch、TensorFlow、Caffe、CoreNLP、OpenNLP、StanfordNLP、SpaCy、AllenNLP、NLTK、gensim 等。  加分项： １、优先考虑在 ACL、EMNLP、NAACL、NeurIPS、ICLR、ICML 等**场所发表论文的候选人； ２、具有元学习、自我监督学习、多模态学习、多语言模型、强化学习、GNN 等前沿课题经验者优先； ３、有机器学习在生产中应用行业经验者优先； ４、强大的分析能力和对细节的关注。精通 Python 或其他编程语言，具备一般软件开发技能（源代码管理、调试、测试、部署等）； ５、精通英语。对英语语言学有深刻理解；精通一种或多种非英语语言。  为什么选择加入Zoom？ 1. Zoom入选《财富》杂志2022年度“全球最受赞赏公司排行榜”，位列计算机软件行业榜单第四名，是全球统一通讯平台行业的领导者。 2. Zoom是纳斯达克上市公司，全员持股，加入Zoom，与公司分享成长收益。 3. Zoom产品简单易用，深受客户喜爱。在Zoom做工程师，技术挑战高，更有成就感！ 4. Zoom汇聚业界技术大牛，管理层也来自技术团队，与爱技术、懂技术的同事切磋技艺是人生一大乐趣。 5. Zoom员工敬业，管理层体贴，工作氛围轻松开放，人际关系简单融洽，团队温暖有活力！ 6. 极具竞争力的薪水，福利待遇好，出国工作、学习和交流机会多。,杭州西湖区杭州数娱大厦2楼
北京数原数字化城市研究中心,执行院长,90-120K·13薪,博士,一 岗位职责1、负责中心整体运营工作并参与中心的重大管理决策；2、负责指导研究团队相关学术研究的需求挖掘、分析，主导研究团队在城市感知、数字城市、城市元宇宙领域的研究规划与前瞻性布局；3、在数字城市领域深耕多年，熟悉行业动向，对数字城市有较为全面的理解和思考，能够紧跟行业的发展前沿、提出相对应的见解；4、负责组织安排与政府部门、合作单位等各方面关系的公关工作，维护与提升中心形象和声誉；5、负责在不同场合讲解个人洞察、中心业务逻辑，传播价值主张；担任中心学术专家角色，对外传播中心核心技术影响力6、能够及时、准确研究、监控、分析行业国际动态。7、协调处理中心各部日常工作及突发事件的解决。二 任职资格1、信息与通讯，计算机软件等相关专业博士学历；2、作为第一作者，在本专业核心期刊上发表10篇以上有影响的学术论文或技术报告，其中至少4篇被SCI、EI、ISTP（特邀）收录；3、承担业务技术把关5年以上，或2年以上总工程师/技术总监以上经验，或受到国家表彰、奖励者优先，有政府科研项目经验优先；4、熟悉了解行业研究方法论和行业知识，对行业发展有一定的洞察能力，能站在行业高度进行宏观分析、需求调研分析、业务梳理；对新兴技术有较强的敏感度和理解力；5、学习能力强，领悟力高，有上进心，具备执行力及强烈团队合作精神；6、扎实的PPT文档撰写呈现能力和演讲能力，较好的沟通组织协调能力、优秀的文字和口头表达能力，有很好的抗压能力；,北京海淀区智源大厦6F
亚马逊（中国）投资有限公司,数据科学家 Applied Scientist - 深度学习,40-70K,博士,"Applied ScientistAmazon Web Services (AWS) is looking for a world class applied scientist in Great China Region (GCR). The candidate will work in GCR CTO Office to drive high visible, high impact AI/ML projects for Chinese customers. The candidate will invent, implement, and deploy state of the art machine learning algorithms under engineering AI. You will build prototypes and explore field new solutions. You will interact closely with our customers and with the academic community. You will be at the heart of a growing and exciting focus area for AWS and work with other acclaimed engineers and world-famous scientists.Key job responsibilities You are expected to work closely with GCR Solution Architects and Data Scientists in customer projects, to provide in-depth algorithm implementation capabilities, to lead customer innovation through AI/ML engineering projects. You will:-	Run data labs to revitalize customer’s data assets for new AI initiatives-	Provide state-of-the-art AI technologies in customer real projects-	Hand on customer cloud journey accelerations by providing AI/ML capabilities-	Conduct advanced research as field practitioner with Amazon AI-	Deliver AWS AI messages and advantages to customer as well as to the communities through marketing events-	Lead other solution architects to produce and deliver proof-of-concept and minimum viable prototypes in real customer cases-	Drive integrated AWS services and solutions to win as the breakthrough owner in GCRA day in the life You are invited by a field BD/SA to jump into a customer AI challenge: either algorithm improvements or business innovation and automation opportunities. You worked closely with other colleagues in a data lab with customers. You identified a few scenarios that would improve customer experience, say using text summary to find key end-user reviews/requests, using few shots learning to help customer build on-line e-commerce quickly, or using multi dimension prediction to do precise planning of business. You worked with other applied scientist within CTO Office or Amazon AI on potential algorithms, you tested your idea in lab and iterated it in customer site. You worked with other solution architects to implement the idea as a prototype. Customer accept it with highly appreciation on your works and on AWS advanced technologies. He put the prototype on production and select AWS as the cloud provider for the service. You work in an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future. We also promise inclusive and work-life-balance here in AWS.Basic qualifications-	Master degree in computer science, operations research, statistics, engineering, or mathematics with 5+ Years of experience-	 Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design-	1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.-	Be an active member of a software development team.-	Understand business context to decisions made within and across groupsPreferred qualifications-	Ph.D degree in computer science, engineering or mathematics-	Strong publication record at top conferences and journals-	Improve and accelerate our technology with science, statistical modeling, algorithm design, and prototyping.-	Maintain an understanding of industry and technology trends in said area of research.-	Deep knowledge in full lifecycle AI/ML with learning, inference, engineering and integration.",北京朝阳区颐堤港办公楼
深圳易直新技术有限公司,纳米传感器技术创业合伙人,80-100K,博士,学术合伙人学历要求：清华大学、博士专业需求：研究纳米传感器技术、光学、光电子、软件开发创造等领域工作内容：配合公司现有发明专利，成为技术背书工作地点：北京、深圳任职要求：不限男女不限年龄，人品优秀加分项有以下行业经验：电子/半导体/集成电路,深圳南山区东方花园(深南大道)D
浙江高美生物科技有限公司,生物信息研究员,40-65K·13薪,博士,"工作内容：高通量测序数据结果分析、或生物信息学软件开发，可根据个人兴趣选择。应聘要求：(1)已取得或即将取得生物化学、分子生物学、物理、统计、工程、计算机相关领域博士学位。(2)具有表观遗传研究背景、已发表第一作者sci文章者优先。(3)具备生物信息学分析，二代测序数据分析工作经验者优先；(4)具备较强的编程能力，熟练运用python, perl, r等编程语言者优先。三年内科研奖励基本在20万以上。",杭州上城区金钱大厦20
宽凳（北京）科技有限公司,AI视觉专家,35-55K,博士,岗位职责：1、 根据视觉检测工艺的发展趋势，负责制定2-3年检测技术研究方向；2、参与视觉和检测项目可行性研究、分析及计划的制定；3、研究和落地AI机器视觉学习和其他检测设备相关前沿技术；4、负责非标自动化生产机器视觉模块和检测技术的开发，如缺陷检测、图文检测等；5、负责检测工艺技术规范的制定及修订工作，组织技术人员进行培训。岗位要求：1、博士及以上学历，计算机、光学或机器视觉、自动化、图像处理等相关专业；2、3年以上视觉领域设备研究和开发工作经验，必须参加过企业视觉设备或检测设备开发相关工作经验；3、熟悉机器AI视觉硬件和软件开发，熟练掌握产线设备工装和自动化设计原理4、能够独立解决机器视觉工艺技术难题，善于创新，善于培养新人；5、具备较强的责任心及良好的语言表达和沟通能力，工作态度积极；6、能适应较高的工作强度及压力。,北京朝阳区兆维工业园B区3号楼
平方和（北京）科技有限公司,视觉研发总监,50-80K·13薪,博士,岗位职责：1、完成分管研发部门的团队管理，协调内外部资源，并通过授权、日常交流等形式培养下属。完善研发运营体系，培养高效的研发团队；2、快速准确的理解客户需求和项目方案，进行任务的拆解和工作量估计。并在团队内合理分工及跟踪各任务的完成与落实；3、跟踪、了解公司产品相关技术领域最新发展方向与成果；组织人员攻克技术难题；4、根据客户需求，生产工艺、现有的痛点，制定、规划、维护和实施产品路线图；5、负责相关专利、软著等知识产权的申请；6、领导交办的其他工作。任职要求：1、全日制（985或211）硕士及以上学历，计算机、人工智能、自动化、电子、通信、数学、物理等相关专业优先；2、8年以上图像识别/视觉领域相关工作经验，3年以上团队管理经验；3、具备良好的算法和扎实的数学理论与基础；熟悉图像处理原理及其相关算法，有自己实际主导的项目落地经验；5、能准确理解客户需求，并转化成可落地的技术方案，在团队内部分解、布置任务并得到落实完成；6、有专研精神，具备行业前瞻视角，具备优秀的沟通能力、跨部门协作能力、团队管理能力。加分项：1、相关领域高质量论文。2、基于神经网络的视觉检测项目落地经验。3、大型软件开发经验或开源软件经验。,北京海淀区中关村壹号A1座1201室
