公司名称,职位名称,薪资,学历要求,职位描述,
深圳市网界科技有限公司,网络安服工程师,12-20K,大专,安服专家1.工作时间：2年以上2.掌握技能:了解常规WEB漏洞原理，具备独立开展漏洞扫描、安全 巡检设备运维、以及基础的安全日志分析能力3.工作经验:有大企业、政府、医疗、金融等行业实施或驻场安全运维经验着优先4.学历: 全日制大专及以上学历，有计算机信息安全专业类的优先,深圳福田区天安数码时代大厦福田区车公庙天安数码时代大厦A座2316
"
腾科职校
",网络讲师/助教,8-12K,大专,"一、岗位职责1.按照教学规范和教学大纲完成授课任务，主要是讲计算机类课程2.确保学生完成相应技能知识水平，帮助学生高质量高通过率完成考试，并引导其建立明确的职业规划3.承担专业资源开发与教学方法创新相关工作4.参与制定、优化并执行教学进度表、教学计划、教学大纲、选编教材和教学参考书；5.有耐心的完成课程辅导工作，帮助学生解答课程疑问，保证学生的学习质量；二、岗位要求1.大专及以上学历，计算机专业2.语言表达力强，口齿伶俐，执行力强；3.精通各种路由协议原理（RIP，OSPF，ISIS，BGP，PIM）；熟悉华为设备的调试；精通局域网交换技术（STP/RSTP/MSTP）；熟悉MPLS/NAT等技术；4.了解局域网和广域网的通信原理,熟悉TCP/IP协议；5.持有HCIP/HCIE证书或者具有实际网络架设、管理和系统集成经验优先考虑三、薪酬福利（1）无责任底薪5000-7000+课时+奖金，本岗位平均薪资在8K-15k，入职可以享受认证考证福利，公司提供报销；（2）签订正式劳动合同，购买六险+公积金+带薪年假病假+人才推荐奖+丰富的团队活动+新型节日福利；（3）专业的带薪培训体系：公司非常注重员工的成长，不同职级都配有专业完善的培训课程；新入职立即想有为期1-2周专业的技巧与知识培训；（4）互联网公司开放式的工作环境，独立电脑，有休闲娱乐区，轻松愉快的工作氛围；（5）丰富的部门活动:生日会、户外拓展等丰富的团体活动。每年可获得国内、国外风景区旅游的机会；（6）公司周边生活超级便利(1公里范围内有2家商场，20家餐馆，7个ATM，6家超市，1个加油站，7家银行)，交通超级便利(1公里范围内有3个公交站能到达市区各处，临近科韵路地铁站)。5、积极热情、敬业爱岗、心理素质佳、较强的抗压能力。6、可接受广东省内短期外出（1-2天）",广州天河区乐天大厦二楼
重庆艾博特科技有限公司,网络工程师,8-12K,大专,"岗位职责1、负责项目的工程实施组织。负责施工现场材料分配，线缆核查校验、标识标签制作、设备初验、终验等；2、负责设备问题的上报、跟踪、反馈、技术信息的收集、整理；3、负责员工及用户的技术培训，配合客户经理做好用户协调工作；4、提供必要的技术支持，包含工程复勘、工程设计核准，及工程竣工文档制作等；5、现场项目经理指派的其他工作。?岗位要求：1、可长期出差，区域主要是四川，甘肃，青海，但不限于此。2、全职，通信工程、电子信息工程及计算机等相关专业，本科以上学历；??3、熟悉华为，锐捷等主流交换机等数据产品调试工作经验。?要求有CCNP,HCNP证书及相匹配的技能。4、具备良好的沟通协调能力和技巧，有强烈的工作责任心；服从安排，能吃苦耐劳，有团队合作精神?。5、对交换机、接入网、传输设备的软件调测有强烈的兴趣并有较强学习和适应能力； 5、笔记本电脑为必备工作工具，需自行配置，公司提供补贴。",重庆渝北区东原黄山大道东人和
杭州宏麦信息科技有限公司,网络工程师,10-15K·13薪,大专,1.为公司所有员工提供PC软、硬件、桌面系统等维护和支持，包括系统安装配置、系统排障等；2.负责公司PC呼叫系统等资故障处理；3.网络设备日常管理与维护（服务器、电话机及网络线路、路由器、交换机等）；4.负责公司内部网络的维护与管理；5.固定资产的登记管理、回收等维护工作；6.完成上级领导交办的其他工作。能力要求：1、计算机或网络工程相关专业，大专以上学历。2、2年以上公司网络管理相关工作经验，有通信公司工作经验者优先。3、熟悉Linux、Windows等操作系统的日常运维知识。4、熟悉路由器、交换机、防火墙等网络设备的使用与管理技能。5、熟悉局域网交换技术、网管与安全技术。6、具备较强的服务意识、风险意识、良好的团队合作意识和敬业精神，工作主动性强，责任心强，廉政意识高。7、有HCIE等相关证书优先考虑；,杭州拱墅区蓝天商务中心407
北京嘉和天际科技有限公司,网络工程师,9-14K,大专,岗位职责：1)??能够独立安装调试cisco、华为、H3C等主流厂商网络安全设备；2)??能够对主流厂家网络设备进行组建局域网络；3)??能够对客户需求进行售前技术支持；4)??能够对后期网络运行状况出现的技术问题进行排查、解决；能够熟练掌握故障险情的处理流程、计划性操作流程5）熟悉无线网络产品。   6）工作地点：北京任职要求：具备一定的通信技术知识，掌握计算机网络知识，熟练使用办公软件；2、?精通cisco、华为、H3C等主流厂商的路由器、交换机安装配置调试；3、?熟悉OSPF、ISIS、BGP等路由协议和交换技术；4、?有良好的沟通能力和较强的工作责任心能力素质要求：具备良好语言表达能力、协调沟通能力，能够进行短期工作出差。相关职业资格证书：有Cisco、华为、H3C公司主流网络厂商高端设备的维护经验者优先；具有相关中级或中级以上认证者优先。,北京海淀区首享科技大厦201
上海沁诚信息科技有限公司,计算机软件销售,8-13K,大专,"职位信息 岗位职责：1、	负责公司产品（微软全系产品、微软云，阿里云产品，Adobe等,通用软件）的客户开发和项目型销售；2、	负责公司解决方案（AD,Sharepoint,Exchange，power-bi） 的客户开发和项目型销售；3、	制定销售计划、开拓潜在用户、挖掘市场机会，建立并维护良好的客户关系，确保销售业绩的达成； 4、	负责项目投标、合同签订、回款跟进，协助相关部门做好售后服务，提升客户满意度； 5、	通过持续跟进与服务，为客户不断提供专业的咨询与服务；  任职资格：1、1年以上软件销售工作经验；2、有较强沟通和表达能力，有较好的行业理解能力。理解客户需求和项目推进能力强；3、具备良好的沟通、谈判技巧，能独立制作PPT，并能根据客户的需求进行方案的交流和撰写；4、对销售工作有较高的工作热情和坚韧的销售意愿，勤奋踏实，销售工作体系执行能力强。公司福利：1、工作时间：周一-周五、9：00-18 : 00、午休1.5小时。2、工作氛围轻松愉快、提供休闲零食/饮料，定期团建。3、每年一次员工旅游，每季度一次聚餐。公司理念：我们需要一个想赚钱也能为公司赚钱的人才、但我们不需要一个赚钱机器，重在培养员工的总体综合素质、旨在营造让员工有归属感和成就感的办公氛围。期待你的加入~公司概况 简介上海沁诚信息科技有限公司成立于 2016 年 6 月， 公司秉承“诚信至上、以人为本、服务为先”理念。 ? 公司主营产品：微软全系列产品解决方案、微软正版化解决方案，微软云（office365，Azure ）Autodesk 产品，Adobe 产品，Symantec 产品，Oracle产品。 ? 公司主营服务：公司专注于企业级效率协作软件的咨询、实施和定制。产品基于Sharepoint & Project Server 构建，继承了微软在企业应用领域的技术和产品优势。是最专业的数据中心基础架构、高可用IT运维外包服务供应商；业务连续性、应急与灾备建设解决方案供应商；风险与安全管理解决方案供应商。公司致力于IT规划咨询的推广与服务，通过为各行业客户提供企业网络工程一体化解决方案，来满足客户的不同需求，创造最具价值的IT服务。 ? 企业培训： PPT体系课程： PPT 企业级设计基础教程（level1），PPT企业级版式设计(level2)，PPT企业级 宣传高级应用(level3) Excel体系课程： Excel企业办公入门教程（Level1）， Excel企业办公专家教程（Level2）， Excel 企业办公殿堂教程（Level3） ? 专题课程： Excel 商用函数组合解析，Word 职场排版应用教程，Excel 数据分析与管理，Think-Cell Chart  企业级经典图表制作教程  ? 其他类课程： Adobe Acrobat X Pro 企业级使用教程，SQL server云数据中心及企业云服务 课程，Windows server 企业应用课程，Sharepoint 企业门户课程，Office 365 课程。",上海长宁区海螺大厦-新楼中山西路1277号海螺大厦1号楼512室
深圳市法本信息技术股份有限公司,网络工程师-招远,9-13K,大专,负责项目部办公网、广域网的运维管理，包括网络改造、故障修复，网络设备日常维护、广域网日常维护，使用情况评价和扩容。2. 负责网络技术工具平台的管理。3. 负责服务器运维管理，包括服务器硬件的日常运维管理，服务器系统集成技术接口管理，虚拟化软件、Windows Server、Linux等常见系统和中间件维护。4. 负责项目部数据机房日常管理维护。协助上级完成项目部信息化基础设施各类规章制度的编写与完善。5. 上级交办的其他工作1. 有数据机房、计算机网络、服务器及服务器操作系统Windows Server、Linux、存储以及常见的中间件Tomcat、Nginx、IIS运维管理2年以上工作经验。2. 有红帽RHCE、H3CSE同等级或更高级认证者优先。,烟台招远市招远金融大厦1F
神州数码信息服务股份有限公司,网络工程师,8-11K,大专,工作职责1. 落实公司签署的工程合同中网络设备的工程施工：按照工程计划完成机房勘察、设备上架设备联调、割接上线等工作；按照总集方案完成各类网络设备的组网和系统配置；根据需要制定网络架构的集成实施方案和割接方案；2. 落实公司签署的维护合同中网络设备的运维服务：网络设备的日常巡检，包括设备状态检查、性能检查、接口检查、日志检查、HA状态检查、会话检查等；网络设备告警信息处理和常规故障处理；编写网络设备的各类运维服务报告，包括巡检报告、故障报告、告警分析等；编制网络设备运维割接方案并实施工作要求1. 专科以上学历（硬性要求），计算机/电子信息相关专业，3年以上大型网络运维工作经验2. 深入理解TCP/IP，熟悉主流二、三层协议，具备数据流量分析能力，善于使用Wireshark等工具定位网络故障。3. 熟悉主流国产网络厂商设备，如华为、锐捷、H3C等4. 熟悉核心设备及出口路由器VRF配置、VPC配置、VPN配置、路由BGP配置、策略路由配置、出口NAT策略配置、基于URL分发配置5. 熟练掌握多安全域网络改造、基于多租户的网络架构调整、出口路由BGP配置、Vxlan网络部署、基于同一业务多类型分发的组网调整与配置、VDC/MDC配置、静态路由网络动态路由改造6. 掌握网络安全的基本技术和主要的安全协议与安全系统，熟悉交换机、防火墙等网络设备的配置管理；7. 持有CCIE/HCIE认证并具备相应技术能力者优先中国移动（哈尔滨）数据中心,哈尔滨平房区中国移动(哈尔滨)数据中心.
南京瑞海文信息科技有限公司,网络工程师,11-15K,大专,一、网络工程师应具备的能力：1.能够根据客户的要求进行网络系统的规划、设计和网络设备的软硬件安装调试升级等工作;2.能进行网络系统的运行、维护和管理，能高效、可靠、安全地管理网络资源;3.能根据中小型企业网络设计方案，独立完成方案的组网与实施;4.作为网络专业人员对系统开发进行技术支持和指导;5.具有工程师的实际工作能力和业务水平，能指导助理工程师从事网络系统的构建和管理工作二、网络工程师应具备的知识1.熟悉计算机系统的基础知识;2.熟悉网络操作系统的基础知识;3.理解计算机应用系统的设计和开发方法;4.熟悉数据通信的基础知识;5.熟悉系统安全和数据安全的基础知识;6.掌握网络安全的基本技术和主要的安全协议与安全系统;7.掌握计算机网络体系结构和网络协议的基本原理;8.掌握计算机网络有关的标准化知识;9.掌握局域网组网技术，理解城域网和广域网基本技术;10.掌握计算机网络互联技术;11.掌握TCP/IP协议网络的联网方法和网络应用服务技术;12.理解接入网与接入技术;13.掌握网络管理的基本原理和操作方法;14.熟悉网络系统的基本性能测试和优化技术，以及可靠性设计技术;15.理解网络应用的基本原理和技术;16.理解网络新技术及其发展趋势;17.了解有关知识产权和互联网的法律、法规;18.正确阅读和理解本领域的英文资料。,南京鼓楼区苏宁慧谷E08-1办公楼2607
广东金蚂蚁信息科技有限公司,网络工程师,7-12K,大专,职位描述： 1、负责视频监控系统设备、停车场道闸设备维护维修、新项目设计规划实施（可以自行安装布线调试工作）、运维调试服务工作；2、负责承担项目技术层面上的过程控制、进度控制、质量控制等，确保按时按质完成项目交付； 3、负责与其他相关团队的沟通配合与协调工作，项目运行中技术部分关键问题的协调与解决； 4、负责弱电工程项目的技术层面把关，有一定的工程项目施工经验。任职要求： 1、统招大专及以上学历，计算机、机电工程相关专业，1年以上弱电工程实施项目管理经验； 2、熟悉项目管理流程，拥有较好的沟通和交流能力，拥有较强质量、进度、成本控制能力； 3、较强的沟通、协调能力；较强的计划、组织、执行、控制能力； 4、具备停车场建设实施经验、丰富的弱电工程项目（如楼控、安防、综合布线、机房工程）应用管理实践及持有技防证者优先。,佛山顺德区广东金蚂蚁科技公司顺德区容桂街道容里新发路18号
浩鲸云计算科技股份有限公司,网络工程师,11-17K,大专,"岗位职责：1、阿里云网络规划设计；2、阿里云网络关键问题解决；3、处理阿里云网络产品相关需求。岗位要求：1、学信网可查的专科及以上学历，计算机网络技术相关专业，有专有云运维经验优先;2、熟悉华为/华三/思科的网络设备，熟悉各类路由协议；3、熟悉主流网络设备和防火墙配置NAT技术，熟悉TCP／IP协议,VLAN划分子网,ospf协议，bgp协议，静态路由配置等；4、熟悉Linux环境下的tcpdump， windows环境下的wireshark抓包，并能分析数据包；5、熟悉网络产品及技术；熟悉主流网络设备厂商，包括华为，思科，H3C等;具备CCNP聘用标准同等水平，有相关认证者优先;6、.熟悉阿里云网络的VPC虚拟化网络技术，网段规划或者openstack虚拟网络技术优先考虑；7、工作严谨细致，有责任心，善于与人沟通,有良好的安全与风险意识优先。",北京朝阳区中信大厦朝阳区光华路
深圳市一路信息技术服务有限公司,网络安全,7-12K·13薪,大专,"职责描述：1.负责服务器、交换机、路由器、防火墙等软硬件的安装、配置、调试维护和管理；2.负责监控客户机房网络及相关设备，及时处理各种异常问题；3.负责日常客户提出的售后问题，并为客户提供技术咨询和必要的方案制定；4.负责学校客户网络的紧急故障响应及分析、处理以及网络安全、网络质量及网络设备的监控。5.领导安排的其他工作。任职要求：1. 大专以上学历，计算机网络、通信技术或相关专业；2. 精通IP路由及交换技术，熟悉各类网络产品（交换机、路由器、防火墙等）的配置和管理；3. 熟悉服务器的安装、调试、维护，熟悉TCP/IP协议，具有扎实的网络基础；具有大型网络与安全的交付、运维经验。4. 具有丰富的网络故障排查和解决经验，突出的分析和解决问题能力；5. 精通windows和linux等常见操作系统，有思科、华为、华三产品交付、运维管理经验优先考虑6. 具备良好的服务意识，头脑清晰,思维敏捷,能接受加班。?",深圳南山区万维大楼5楼508
深圳市广和诚信息科技有限公司,网络工程师,8-12K,大专,1、学历：大专或以上学历，计算机相关专业，具有HCIP及以上证书或3年以上网络运维管理经验优先。2、熟悉主流（华为/华三）网络设备、防火墙、网络审计系统的日常操作和运维。3、能够及时发现常规运维问题，并给予处理建议，能够快速熟练的解决网路故障。4、对待工作严谨细致，严格遵守各种运维操作流程进行系统运维、监控、操作等各项工作。5、具备良好的问题解决和沟通能力，能够第一时间发现问题的原因，给出合理的解决方案。6、具有良好的文字功底。,深圳龙华区国鸿大厦A座
山西合邦电力科技有限公司,网络安全工程师,6-11K,大专,岗位职责：1、根据客户需求，能独立完成设备的调试工作；2、有效排查处理系统存在的各种安全类问题；3、独立编写各种安全类的故障排查手册；4、根据公司业务需求全国范围内出差。任职要求：1、计算机应用、计算机网络、通信、信息安全等相关专业本科学历，两年以上网络安全领域工作经验；2、具有安全类产品调试两年以上工作经验，熟练掌握各种常用系统的操作命令；3、精通网络安全技术：包括端口、服务漏洞扫描、程序漏洞分析检测、权限管理、入侵和攻击分析追踪、网站渗透、病毒木马防范等；4、熟悉tcp/ip协议，熟悉sql注入原理和手工检测、熟悉内存缓冲区溢出原理和防范措施、熟悉信息存储和传输安全、熟悉数据包结构、熟悉ddos攻击类型和原理有一定的ddos攻防经验，熟悉iis安全设置、熟悉ipsec、组策略等系统安全设置；5、熟悉windows或linux系统，精通hp/shell/perl/python/c/c++ 等至少一种语言；6、了解主流网络安全产品{如fw（firewall）、ids（入侵检测系统）、scanner（扫描仪）、audit等}的配置及使用；熟悉各种常用网络安全产品的性能及配置，可以快速上手各种厂家的安全类产品配置；7、熟悉等保测评等方面工作流程及监测内容；8、具备快速学习和总结能力，需求及问题分析能力；9、善于表达沟通，诚实守信，责任心强，讲求效率，具有良好的团队协作精神；10、具有安全类中级及以上认证者优先；有电力行业经验者优先。,太原小店区清控创新基地C座2505
长沙启飞科技有限公司,资源丰富+晋升空间大+网络客服,9-14K,大专,先来一波薪资说明：绝对超过长沙大部分行业销售薪资！！！绝对比长沙大部分行业销售难度小！！！绝对比长沙大部分行业销售资源多！！！绝对坐班纯网销，不用打电话！！！综合底薪：2000-5000+提成+奖金；综合薪资：15000-30000元/月（上不封顶）；注：此岗位只针对想赚钱、想买车买房、负债等人群开放！！！岗位晋升通道:技术-主管-经理-总监-分公司总经理-集团董事你需要做：1.审核客户资质；2.为客户推荐合适渠道平台；3.维护客户关系；你需要具备：（无经验也可！提供专业的培训指导）1.良好的个人品质，年龄20-35岁之间；2.计算机操作熟练，打字速度快；3.执行力、学习能力、灵活性强；注：岗位晋升快、团队氛围好、扁平化管理！工作时间：9:30-12:30   14:00-18:30,长沙雨花区双塔国际广场双塔国际广场A座16楼
上海唐佑信息科技有限公司,网络工程师,10-15K,大专,主要职责：1、负责公司相关项目的售前售后技术支持；2、负责整理项目中涉及的各类文档资料的编写、更新及完善；3、负责公司运维项目的日常技术支持及问题跟踪；4、负责项目前期的现场勘测及现状信息的收集整理；5、参与公司运维平台的搭建及日常维护工作。6、完成公司交办的其他工作；岗位要求：1. 计算机或通信相关专业，专科及以上学历；2. 具有1年以上中小型网络项目实施、维护经验，优秀应届毕业生亦可；3. 熟悉TCP/IP的原理，熟悉常用路由协议及交换技术；4. 具有华为、H3C、思科等厂商NP及以上相关证书；5. 具备良好的书面和语言表达能力，规范严谨的书面工作习惯，具有较强的自学能力；,上海徐汇区华鑫天地A6幢1层1020室
杭州德博云智科技有限公司,网络工程师,7-11K,大专,【岗位职责】：1. 政务外网核心区运维，保障网络安全；2. 包括业务连续性保持、资产整理风险评估、安全检测、安全事件的响应与处置等。【职位要求】：1. 大专以上学历，计算机相关专业；2. 相关经验1-2年，熟悉二层三层四层ISO7层模型；3. 熟悉ip、mac、vlan、arp、stp、nat、路由等协议，熟悉并可以熟练搭建基础三层结构网络、无线网络；4. 具有网络、安全等原厂技术认证优先；5. 熟悉配置行为管理、防火墙、IPS、IDS、WAF、SSL VPN、IPsec VPN、准入、零信任、堡垒机等设备者优先；6. 责任心强，沟通能力佳，思维清晰，具有跨组织的协调能力。,杭州西湖区网金大厦A楼
北京凯丰源信息技术股份有限公司,计算机管理员,13-15K,大专,技能要求：信息安全 网络安全岗位职责：1.负责公司信息系统运维工作：网络系统维护、计算机维护、公司信息系统及平台软件管理数据备份管理、IP地址和用户密码管理；2.负责编制涉密设备和涉密存储设备的运行维护管理制度及运行维护操作规程；3.负责公司所有涉密、非涉计算机、存储设备安全保密管理与维护工作（包括安全策略配置、操作系统升级、杀毒软件升级及定期修改密码）：4.负责建立涉密信息设备台账（包括涉密计算机、涉密存储设备、安全产品、非涉密计算机等）。5.负责涉密计算机、非涉密计算机、移动硬盘及存储介质定期的保密安全检查：6.定期参加上级保密???理机构的计算机安全员培训，并对本单位计算机工作人员进行安全保密知识教育：7.建立健全运维工作记录和日志文档并妥善保存；8.配合保密管理员开展日常保密工作，完善保密档案，督促各部门落实保密法规要求，及时发现保密工作中的漏洞和隐患，并采取有效的补救措施。9.配合保密办公室完善其他保密相关工作。任职资格：1.计算机、网络相关专业专科以上学历；2.三年以上军工或保密行业工作经验；3.熟练掌握涉密计算机建设使用和保密标准要求；4.熟悉网络部署以及基本网络问题诊断；5.具有计算机安全保密管理员（三员）证书；6.工作主动性强、耐心细致、责任心强、保密意识强。优先条件：有保密资质过审经验优先,北京海淀区中坤大厦
上海韦拿商务信息咨询有限公司,网络运维,11-20K·13薪,大专,网络运维工程师岗位职责：1、负责计算机、服务器、打印机等办公设备、网络视频设备、会议设备等的故障排除、维修、管理等工作;2、负责应用软件、硬件的维护及办公软件的安装、调试、维护、升级;3、负责内部局域网的管理，保证网络及信息化应用系统正常运转;4、负责网络安全维护和内外网络系统维护，路由器，防火墙的设置等;5、熟悉常用电脑硬件配置，Windows系统的安装维护，综合布线;6、维护内部服务器软件及硬件，熟悉邮件、域、文件服务器设置;7、负责终端信息安全管控，防病毒管理、终端接口管理、数据防泄漏管理等信息安全的相关工作，定期进行数据备份。任职要求：1、大专及以上学历，三年以上相关岗位工作经验;2、精通计算机、网络、打印设备的维修，精通操作系统及办公自动化软件;3、学习能力强，较好的沟通、协调能力、执行力，具备良好的服务意识，工作认真仔细;4、熟悉计算机硬件以及计算机网络，了解无线网络基本设置和管理;5、熟悉Windows系统及其下各种应用软件，熟练的解决电脑系统问题;6、熟悉网络技术知识，熟悉各种网络协议。,武汉洪山区光谷新发展国际中心473号
厦门市医鹭信息技术服务有限公司,网络安全运维,6-11K·13薪,大专,岗位职责：1、负责项目中客户现场网络安全设备（防火墙/WAF/行为管理/审计/VPN等）的配置及维护、安全服务的实施2、负责项目中客户现场服务器及网站的日志分析、安全巡检、定期扫描及安全加固3、根据服务器、安全设备、网站的日志情况制订相应的安全防范措施，保障网络及应用的安全性4、提供网络安全方面的安全建议，包括客户需求分析、问题诊断、解决方案等5、负责定期编制网络安全报告向公司和客户反馈，提出对应解决建议，跟进处理存在的安全问题6、协调公司安全团队为项目提供高质量的安全服务7、完成上级领导布置的其它临时性工作任务。任职资格：1、计算机、网络等相关专业背景，大专及以上学历，1年及以上工作经验优先；2、熟悉常见的安全产品（如防火墙、防病毒、入侵检测、vpn、流量分析等）的配置与维护，有较好的理论基础和实践经验；3、熟悉TCP/IP等常见网络协议，熟悉主流通用网络技术如广域网、局域网技术4、掌握常见操作系统的操作及配置，对网络安全、病毒防护等有一定了解5、良好的沟通和表达能力、文档编写能力、优秀的学习能力；6、热爱网络安全事业，有良好的团队精神和敬业精神7、有责任心和良好的团队合作意识，能承受压力；8、获得CCNP\CCIE\NISP\CISP等相关证书者优先；9、有网络安全集成实施项目、网络安全运维/运营经验者优先；10、熟悉windows域控服务器运维管理，有实际运维管理经验优先；备注：此岗位需要驻点，驻点地点在厦门市内客户单位处,厦门思明区公交大厦2号楼北厅809室
苏州振宏信息科技有限公司,网络工程师,12-18K·14薪,大专,1、计算机相关专业，IT行业工作经验，大专以上学历。 2、有IT产品技术支持工作经验，具有良好的服务意识和态度，工作稳定性强，积极进取。 3、较好的计算机网络理论知识，熟悉目前网络架构和协议，熟悉Windows server（AD、web、SQL）。 4、熟悉路由交换、firewall、VPN等网络设备的安装、调试、维护。 5、IT产品的售前售后服务技术支持工作经验，有一定的分析问题和解决问题的能力。 6、待人诚实可信，具有亲和力，语言表达能力和动手能力强，有为客户服务精神、态度佳，工作稳定度高。 7、强烈的责任感和很好的团队合作精神，具备很强的自学能力，能够承受工作压力。 8、具有cisco/huawei，windows等技术认证的优先。,上海闵行区一展空间(龙湖虹桥天街)4楼
合肥智圣新创信息技术有限公司,高级网络工程师,8-12K,大专,岗位职责：1、负责对网络设备、网络安全设备、无线网络设备、服务器存储设备及等运行维护与管理；2、负责客户终端及各类型故障处理；3、负责客户运维标准流程制定优化，运维相关文档报告撰写；4、负责运维团队日常管理、工作考核及人才培养；岗位要求：1、大专及以上学历，计算机/网络相关专业，3年以上网络工作经验；2、熟悉计算机网络原理，掌握TCP/IP协议，至少精通H3C/锐捷/华为等一种厂家的网络设备(主要包括交换机、路由器、防火墙、无线网络设备)的安装、配置和调试）；3、具备网络故障处理维护经验；4、掌握Windows和Linux操作系统，会做基本的配置；5、具有H3CNE/HCIA/H3C SE/HCIP或其它厂商同等级别及以上的证书优先；6、具备良好的沟通协调能力，责任心及保密意识较强，良好的职业道德,铜陵铜官区铜陵学院翠湖校区网络信息中心
北京盛世博瑞达科技有限公司,计算机服务器销售,7-12K,大专,"1、热爱销售工作并有较高的热情，敢于挑战高薪，有良好的团队合作精神；2、具备较强的学习能力和优秀的沟通能力及市场开拓能力3、性格坚韧，思维敏捷，具备良好的应变能力和抗压能力4、有敏锐的市场洞察力，有强烈的事业心、责任心和积极的工作态度5、计算机或营销相关专业，做过本产品渠道优先6、熟练掌握电脑以及Excel/PPT/word/等软件。7、对网络环境有一定的认识，熟悉洞察互联网的发展变化。岗位职责：1、负责搜集客户资料并联系，开发销售渠道；2、通过电话与客户进行有效沟通了解客户需求, 寻找销售机会并完成销售业绩；3、维护老客户的业务，挖掘新客户的潜力；4、定期与合作客户进行沟通，建立良好的长期合作关系。",北京海淀区都市网景1号楼1504
广州诚赛信息科技有限公司,网络安全工程师,8-12K,大专,一、岗位职责：负责公司项目的实施和运维工作，包括但不限于以下工作内容：1、网络和安全设备的部署实施、日常运行维护；2、运维、安全报告的编写与汇总；3、网络安全及网络技术支持工作；二、任职资格：1、计算机网络相关专业大专或以上学历；2、通过HCIA、CCNA、中级网络工程师认证者、CISP优先考虑；3、具有实际维护经验，文档撰写能力，操作动手能力强者优先；4、具备广泛的网络知识、安全知识优先；5、了解各类安全标准、规范优先；6、熟悉各类各厂商网络、安全产品优先；三、工作地点工作地点【广州】或【深圳】，可接受出差（华南区）,广州天河区广东外经贸大厦2108
天津镔铁科技有限公司,网络数通讲师,10-12K·24薪,大专,职位描述讲师（数通方向）一、岗位职责1、负责数通专业相关课程开发、授课工作；2、不定期教学与实训辅导及学生答疑工作；3、参与职业院校人才培养方案的完善与修订。二、职位要求1、专科及以上学历，计算机、通信、网络等相关专业毕业；2、熟悉路由器、交换机、防火墙等设备，精通路由交换高级技术；3、有较强的责任心，意愿投身教育事业、有育人情怀，沟通和表达能力强；4、有培训工作、售前工作经验者优先；有一线工程师经验想要转岗的，也格外欢迎；5、有数通领域NP或以上证书者优先.能力优秀者可以兼职。6.之前必须做过华为数通安全等培训课程。,天津东丽区空港商务园东区B座701
上海中电电子系统科技股份有限公司,网络工程师,8-13K·14薪,大专,岗位职责：1、负责客户数据中心网络架构设计及配置调试等运维工作；2、负责网络相关项目技术方案、部署与项目实施管理；3、负责服务器部署架构的配置与优化；4、负责网络设备和网络环境的日常的维护、排错支撑和管理，并提供维护方案；5、负责网络安全、网络质量及网络设备的方案落地及监控、维护；6、负责网络故障跟踪并最终解决、分析故障原因、提交故障报告，负责网络故障处理过程协调。任职资格：1、大专及以上学历，计算机类、通信类、电子类相关专业，2年及以上相关工作经验；2、熟悉Cisco、华为等主流产品的网络架构设计及配置调试；3、精通基本的网络技术和TCP/IP协议，具有大中型网络的设计和维护经验，拥有CCIE或同等资质证书者优先；4、熟悉主流的虚拟化/私有云/公有云/混合云解决方案架构，具有云数据中心运维经验者优先；5、责任心强，有较强的沟通能力和执行力。,杭州拱墅区上海中电电子系统科技股份有限公司(杭州分公司)北城天地9幢19楼
杭州中港科技有限公司,网络工程师,8-12K,大专,岗位职责：1、负责客户方华为售后数通（WLAN、交换机、路由器等）、安全（防火墙、入侵检测、AntiDDoS硬件设备等）的项目实施及维护管理，主要包括设备版本补丁升级、设备安装联调、业务割接等。2、作为客户方华为产品技术负责人，需要与客户方进行项目沟通协调，负责项目网络规划设计、割接方案交流撰写等，交付项目期间的设备调试和技术支持问题处理等相关工作。3、负责提供项目实施的过程文档/竣工文档等。任职要求：1、大专及以上学历，计算机、网络、通信技术相关专业，具备3年以上相关行业工作经验。2、掌握IP路由交换及网络安全技术，熟悉华为数通或安全产品的配置和问题处理，熟悉并能够独立完成企业网络规划设计、项目实施；做过大型项目交付，会数据中心项目，防火墙项目或者WLAN项目‘3、对H3C、锐捷、思科等厂商网络产品有一定了解。3、具有中大型网络项目实施经验者优先，具有相关行业认证证书（如HCNP/HCIE、CCNP/CCIE）者优先。4、具备良好的沟通表达能力和高度责任心，有良好的团队合作精神。5、具备良好的客户服务意识和敬业精神，充分了解满足客户网络需求,南宁青秀区领峰A座20楼2005号
